Location,Ground_Truth,State_List,Coverage_Result,Rank
7,declare ( declare_directive ) _semicolon,"[82, 3155]",FOUND,1
14,( declare_directive ) _semicolon,[3358],FOUND,1
15,strict_types = literal,[2251],FOUND,1
27,= literal,[3334],FOUND,1
28,integer,[1667],FOUND,1
29,) _semicolon,"[1278, 3078, 3226]",FOUND,1
30,;,[39],FOUND,1
33,namespace namespace_name _semicolon,"[672, 675, 574, 572, 157, 3155]",FOUND,4
43,name namespace_name_repeat1,[2219],FOUND,1
47,\ name,"[2168, 2171]",FOUND,2
48,name,[3072],FOUND,1
52,\ name,"[2351, 2157, 2171]",FOUND,2
53,name,[3072],FOUND,1
60,;,"[2351, 2118, 2157, 2171]",FOUND,1
62,program_repeat1,"[573, 652, 574, 572, 2, 157, 3155]",FOUND,1
83,class name declaration_list,"[573, 652, 574, 572, 2, 157, 3155]",FOUND,10
89,name declaration_list,[3194],FOUND,2
96,{ declaration_list_repeat1 },[1965],FOUND,2
102,private,[1617],FOUND,3
110,? primitive_type,"[1517, 1597, 1593, 960]",FOUND,13
111,string,[1648],FOUND,2
118,$ name,"[1816, 1815, 1820, 1791, 2655, 1951]",FOUND,1
119,name,"[1951, 2655, 3250]",FOUND,1
125,;,"[1951, 2655, 872, 2123, 1919]",FOUND,2
131,private,"[1951, 2655, 573, 1754, 1757, 1755, 1614]",FOUND,2
139,? primitive_type,"[1951, 2655, 1517, 1597, 1593, 960]",FOUND,13
140,int,"[1951, 2655, 1648]",FOUND,6
144,$ name,"[1951, 2655, 1816, 1815, 1820, 1791]",FOUND,1
145,name,"[1951, 2655, 3250]",FOUND,1
150,;,"[1951, 2655, 872, 2123, 1919]",FOUND,2
157,public,"[1951, 2655, 573, 1754, 1757, 1755, 1611, 1614]",FOUND,2
164,function name formal_parameters _return_type compound_statement,"[1951, 2655, 1517, 1597, 1593, 960]",FOUND,1
173,name formal_parameters _return_type compound_statement,"[1951, 2655, 2652]",FOUND,1
178,( simple_parameter formal_parameters_repeat1 ),"[1951, 2655, 2994]",FOUND,3
179,string,"[1951, 2655, 969]",FOUND,4
186,$ name,"[1951, 2655, 1816, 1820, 1891, 2071]",FOUND,1
187,name,"[1951, 2655, 2071, 3190]",FOUND,1
195,", simple_parameter","[1951, 2655, 2071, 843, 2644, 2434]",FOUND,3
197,primitive_type_token4,"[1951, 2655, 2071, 1008]",FOUND,8
203,$ name,"[1951, 2655, 2071, 1816, 1820, 1891]",FOUND,1
204,name,"[1951, 2655, 2071, 3190]",FOUND,1
209,),"[1951, 2655, 2071, 843, 2644, 2893, 2461]",FOUND,2
210,: type,"[1951, 2655, 2071, 2117, 1873]",FOUND,2
212,primitive_type_token6,"[1951, 2655, 2071, 1590]",FOUND,2
221,{ program_repeat1 },"[1951, 2655, 2071, 2079, 2087, 1807, 2656, 2142, 2765]",FOUND,2
231,$ name,"[1951, 2655, 2071, 2765, 2656, 2142, 88]",FOUND,1
232,name,"[1951, 2655, 2071, 2765, 2656, 2142, 1997]",FOUND,1
239,= expression,"[1951, 2655, 2071, 2765, 2656, 2142, 872, 890, 881, 916, 1336, 1407, 1495, 2314, 3271, 887, 2795]",FOUND,2
241,""" _interpolated_string_body ""","[1951, 2655, 2071, 2765, 2656, 2142, 311]",FOUND,17
242,string_content,"[1951, 2655, 2071, 2765, 2656, 2142, 1721]",FOUND,3
245,{ expression },"[1951, 2655, 2071, 2765, 2656, 2142, 1721, 1999, 1730]",FOUND,7
246,$ name,"[1951, 2655, 2071, 2765, 2656, 2142, 430]",FOUND,1
247,name,"[1951, 2655, 2071, 2765, 2656, 2142, 2018]",FOUND,1
255,},"[1951, 2655, 2071, 2765, 2656, 2142, 843, 863, 841, 885, 1285, 1283, 1579, 2363, 3252, 867, 2902]",FOUND,9
256,"""","[1951, 2655, 2071, 2765, 2656, 2142, 1943, 1999, 1692, 1730]",FOUND,3
257,;,"[1951, 2655, 2071, 2765, 2656, 2142, 1161, 1238, 1239, 1347, 1336, 1407, 1363, 1348, 1495, 2149, 2795, 2314, 3271]",FOUND,1
267,if parenthesized_expression statement,"[1951, 2655, 2071, 2765, 2656, 2142, 573, 645, 574, 572, 75]",FOUND,3
270,( expression ),"[1951, 2655, 2071, 2765, 2656, 2142, 3036]",FOUND,1
