Location,Ground_Truth,State_List,Rank
"1,1",#include system_lib_string preproc_include_token2,"[1, 1820]",2
"1,10",system_lib_string preproc_include_token2,[1392],1
"1,19",preproc_include_token2,[1816],1
"3,1",primitive_type,"[361, 44, 1820]",2
"3,6",identifier,"[739, 796, 1128]",1
"3,16",( parameter_declaration parameter_list_repeat1 ),"[1363, 1458, 1356]",2
"3,17",primitive_type,[624],1
"3,22",* _declarator,"[739, 720, 1118, 1598]",1
"3,23",identifier,"[788, 1443, 1393, 1598]",1
"3,24",", parameter_declaration","[1300, 1366, 1321, 1598]",1
"3,26",primitive_type,[649],1
"3,31",* _declarator,"[739, 720, 1118, 1748, 1601]",1
"3,32",identifier,"[788, 1443, 1393, 1748, 1601]",1
"3,33",", parameter_declaration","[1300, 1366, 1321, 1748, 1601]",2
"3,35",primitive_type,[649],1
"3,42",identifier,"[739, 720, 1118, 1748, 1669, 1601]",2
"3,43",),"[1300, 1321, 1748, 1669, 1601]",1
"3,44",;,"[1288, 1260, 1511, 1458, 1300, 1356]",4
"5,1",primitive_type,"[225, 43, 44, 1820]",2
"5,5",identifier,"[739, 796, 1128]",1
"5,9",( parameter_declaration ),"[1363, 1458, 1356]",3
"5,10",primitive_type,[624],1
"5,14",),"[739, 720, 1118, 1598]",4
"6,1",{ preproc_if_repeat1 },"[1290, 1260, 1511, 1458, 1300, 1356]",1
"7,3",primitive_type,[23],2
"7,8",identifier,"[739, 801, 1139]",1
"7,9",[ expression ],"[1363, 1455, 1361]",3
"7,10",number_literal,[420],2
"7,13",],"[684, 1071]",1
"7,15",= expression,"[1303, 1363, 1455, 1361]",2
"7,17",""" string_content """,[459],7
"7,18","string_content """,[1531],1
"7,42","""",[1547],1
"7,43",;,"[627, 663, 684, 1032, 1592]",1
"8,3",primitive_type,"[221, 25]",6
"8,8",* _declarator,"[739, 801, 1139]",2
"8,9",identifier,[949],1
"8,11",= expression,"[1300, 1291, 1363, 1455, 1361]",2
"8,13",""" string_content """,[459],7
"8,14","string_content """,[1531],1
"8,53","""",[1547],1
"8,54",;,"[627, 663, 684, 1032, 1592]",1
"9,3",primitive_type,"[221, 31, 25]",6
"9,10",identifier,"[739, 801, 1139]",1
"9,19",= expression,"[1363, 1455, 1361]",2
"9,21",number_literal,[459],2
"9,23",;,"[684, 1032, 1592]",1
"11,3",identifier,"[221, 31, 25]",1
"11,13",( expression argument_list_repeat1 ),"[405, 801, 1139, 1056]",5
"11,14",identifier,"[988, 1256, 451]",1
"11,15",", expression","[754, 1077, 1813, 1300, 1442, 715, 1018]",2
"11,17",identifier,[476],1
"11,18",", expression","[715, 1025, 1572]",2
"11,20",identifier,[476],1
"11,28",),"[715, 1025, 1668, 1572]",1
"11,29",;,"[698, 668, 837, 1056]",1
"13,3",identifier,"[248, 244, 31, 25]",1
"13,7",( expression ),"[405, 801, 1139, 1056]",3
"13,8",identifier,"[988, 1256, 451]",1
"13,9",),"[754, 1077, 1813, 1300, 1442, 715, 1018]",1
"13,10",;,"[761, 770, 801, 1139, 1301, 1363, 1455, 1361, 693, 668, 837, 1056]",1
"15,3",return expression ;,"[248, 244, 31, 25, 310, 220]",5
"15,10",number_literal,[475],2
"15,11",;,"[684, 1070]",1
"16,1",},"[199, 244, 31, 25]",2
"18,1",primitive_type,"[87, 339, 43, 44, 1820]",2
"18,6",identifier,"[739, 796, 1128]",1
"18,16",( parameter_declaration parameter_list_repeat1 ),"[1363, 1458, 1356]",2
"18,17",primitive_type,[624],1
"18,22",* _declarator,"[739, 720, 1118, 1598]",1
"18,23",identifier,"[788, 1443, 1393, 1598]",1
"18,24",", parameter_declaration","[1300, 1366, 1321, 1598]",1
"18,26",primitive_type,[649],1
"18,31",* _declarator,"[739, 720, 1118, 1748, 1601]",1
"18,32",identifier,"[788, 1443, 1393, 1748, 1601]",1
"18,33",", parameter_declaration","[1300, 1366, 1321, 1748, 1601]",2
"18,35",primitive_type,[649],1
"18,42",identifier,"[739, 720, 1118, 1748, 1669, 1601]",2
"18,43",),"[1300, 1321, 1748, 1669, 1601]",1
"19,1",{ preproc_if_repeat1 },"[1288, 1260, 1511, 1458, 1300, 1356]",1
"20,3",while parenthesized_expression statement,[23],16
"20,9",( expression ),[1757],1
"20,10",( expression ),[452],3
"20,11",* expression,[378],4
"20,12",identifier,[555],1
"20,13",++,"[625, 692, 837, 1031]",10
"20,16",= expression,"[667, 684, 692, 837, 1031]",1
"20,18",* expression,[559],7
"20,19",identifier,[555],1
"20,20",++,"[625, 692, 837, 982, 684, 1031]",14
"20,22",),"[667, 684, 692, 837, 982, 1031]",2
"20,24",&& expression,"[664, 837, 1033]",4
"20,27",-- expression,[544],0
"20,29",identifier,[540],1
"20,30",),"[715, 701, 684, 976, 1033]",1
"21,5",;,"[653, 366]",6
"22,3",;,"[245, 244, 198, 25]",0
"23,1",},"[245, 244, 31, 25]",2
