Location,Ground_Truth,State_List,Rank
"1,1",#include system_lib_string preproc_include_token2,"[1, 1820]",1
"1,10",system_lib_string preproc_include_token2,[1392],1
"1,19",preproc_include_token2,[1816],1
"3,1",#define identifier preproc_arg preproc_include_token2,"[361, 44, 1820]",5
"3,9",identifier preproc_arg preproc_include_token2,[1879],1
"3,17",preproc_arg preproc_include_token2,[1528],1
"4,1",preproc_include_token2,"[341, 43, 44, 1820]",0
"5,1",primitive_type,"[341, 43, 44, 1820]",2
"5,5",identifier,"[739, 796, 1128]",1
"5,13",( parameter_declaration parameter_list_repeat1 ),"[1363, 1458, 1356]",2
"5,14",primitive_type,[624],1
"5,19",identifier,"[739, 720, 1118, 1598]",2
"5,23",[ ],"[1300, 1321, 1598]",7
"5,24",],[420],2
"5,25",", parameter_declaration","[1297, 1300, 1321, 1598]",1
"5,27",primitive_type,[649],1
"5,31",identifier,"[739, 720, 1118, 1748, 1601]",2
"5,38",),"[1300, 1321, 1748, 1601]",1
"5,39",;,"[1288, 1260, 1511, 1458, 1300, 1356]",4
"6,1",primitive_type,"[225, 43, 44, 1820]",2
"6,6",identifier,"[739, 796, 1128]",1
"6,10",( parameter_declaration parameter_list_repeat1 ),"[1363, 1458, 1356]",2
"6,11",primitive_type,[624],1
"6,16",identifier,"[739, 720, 1118, 1598]",2
"6,20",[ ],"[1300, 1321, 1598]",7
"6,21",],[420],2
"6,22",", parameter_declaration","[1297, 1300, 1321, 1598]",1
"6,24",primitive_type,[649],1
"6,29",identifier,"[739, 720, 1118, 1748, 1601]",2
"6,31",[ ],"[1300, 1321, 1748, 1601]",7
"6,32",],[420],2
"6,33",),"[1297, 1300, 1321, 1748, 1601]",1
"6,34",;,"[1288, 1260, 1511, 1458, 1300, 1356]",4
"8,1",primitive_type,"[225, 43, 44, 1820]",2
"8,5",identifier,"[739, 796, 1128]",1
"8,9",( parameter_declaration ),"[1363, 1458, 1356]",3
"8,10",primitive_type,[624],1
"8,14",),"[739, 720, 1118, 1598]",4
"9,1",{ preproc_if_repeat1 },"[1290, 1260, 1511, 1458, 1300, 1356]",1
"10,3",primitive_type,[23],1
"10,7",identifier,"[739, 801, 1139]",1
"10,10",;,"[1363, 1455, 1361]",1
"11,3",primitive_type,"[220, 25]",6
"11,8",identifier,"[739, 801, 1139]",1
"11,12",[ expression ],"[1363, 1455, 1361]",4
"11,13",identifier,[420],3
"11,20",],"[827, 1071]",1
"11,21",;,"[1303, 1363, 1455, 1361]",1
"13,3",primitive_type,"[220, 31, 25]",6
"13,7",identifier,"[739, 801, 1139]",1
"13,13",;,"[1363, 1455, 1361]",1
"14,3",primitive_type,"[220, 31, 25]",6
"14,8",identifier,"[739, 801, 1139]",1
"14,15",[ expression ],"[1363, 1455, 1361]",4
"14,16",identifier,[420],3
"14,23",],"[827, 1071]",1
"14,24",;,"[1303, 1363, 1455, 1361]",1
"16,3",identifier = expression,"[220, 31, 25]",4
"16,10",= expression,"[405, 801, 1139, 1056]",2
"16,12",number_literal,[559],2
"16,13",;,"[684, 982, 1056]",1
"17,3",while parenthesized_expression statement,"[248, 244, 31, 25]",10
"17,9",( expression ),[1757],1
"17,10",( expression ),[452],4
"17,11",identifier = expression,[378],5
"17,15",= expression,"[527, 1031, 1077, 1856]",11
"17,17",identifier,[559],1
"17,25",( expression argument_list_repeat1 ),"[715, 982, 684, 1031]",3
"17,26",identifier,[451],1
"17,30",", expression","[715, 1018]",1
"17,32",identifier,[476],1
"17,39",),"[715, 1025, 1572]",1
"17,40",),"[698, 668, 837, 982, 684, 1031]",2
"17,42",> expression,"[664, 837, 1033]",10
"17,44",number_literal,[506],2
"17,45",),"[684, 985, 1033]",1
"18,3",{ preproc_if_repeat1 },"[653, 366]",1
"19,5",if parenthesized_expression statement,[27],3
"19,8",( expression ),[1755],1
"19,9",identifier,[452],1
"19,16",< expression,"[715, 1033]",7
"19,18",identifier,[506],1
"19,21",),"[715, 985, 684, 1033]",1
"20,5",{ preproc_if_repeat1 },"[653, 362]",1
"21,7",identifier = expression,[27],1
"21,14",= expression,"[405, 801, 1139, 1056]",2
"21,16",identifier,[559],1
"21,19",;,"[715, 982, 684, 1056]",1
"22,11",( expression argument_list_repeat1 ),"[405, 801, 1139, 1056]",3
"22,16",", expression","[754, 1077, 1813, 1300, 1442, 715, 1018]",1
"22,18",identifier,[476],1
"22,25",),"[715, 1025, 1572]",1
"22,26",;,"[698, 668, 837, 1056]",1
"23,5",},"[248, 244, 31, 28]",1
"25,11",( expression argument_list_repeat1 ),"[405, 801, 1139, 1056]",3
"25,12",""" string_literal_repeat1 ""","[988, 1256, 451]",5
"25,13",string_content escape_sequence,[1531],2
"25,28",escape_sequence,[1547],2
"25,30","""","[1554, 1547]",1
"25,31",", expression","[627, 663, 684, 1018]",1
"25,33",identifier,[476],1
"25,36",),"[715, 1025, 1572]",1
"25,37",;,"[698, 668, 837, 1056]",1
"26,3",},"[248, 244, 31, 28]",1
"28,3",if parenthesized_expression statement,"[173, 244, 198, 31, 25]",2
"28,6",( expression ),[1755],1
"28,7",identifier,[452],1
"28,14",> expression,"[715, 1033]",9
"28,16",number_literal,[506],2
"28,17",),"[684, 985, 1033]",1
"29,3",{ statement },"[653, 362]",5
"30,11",( expression argument_list_repeat1 ),"[405, 801, 1139, 1056]",3
"30,12",""" string_content ""","[988, 1256, 451]",2
"30,13","string_content """,[1531],1
"30,15","""",[1547],1
"30,16",", expression","[627, 663, 684, 1018]",1
"30,18",identifier,[476],1
"30,25",),"[715, 1025, 1572]",1
"30,26",;,"[698, 668, 837, 1056]",1
"31,3",},"[248, 244, 28]",1
"33,3",return expression ;,"[173, 244, 147, 31, 25]",6
"33,10",number_literal,[475],2
"33,11",;,"[684, 1070]",1
"34,1",},"[199, 244, 31, 25]",1
"36,1",primitive_type,"[87, 339, 43, 44, 1820]",2
"36,5",identifier,"[739, 796, 1128]",1
"36,13",( parameter_declaration parameter_list_repeat1 ),"[1363, 1458, 1356]",2
"36,14",primitive_type,[624],1
"36,19",identifier,"[739, 720, 1118, 1598]",2
"36,23",[ ],"[1300, 1321, 1598]",7
"36,24",],[420],2
"36,25",", parameter_declaration","[1297, 1300, 1321, 1598]",1
"36,27",primitive_type,[649],1
"36,31",identifier,"[739, 720, 1118, 1748, 1601]",2
"36,38",),"[1300, 1321, 1748, 1601]",1
"37,1",{ preproc_if_repeat1 },"[1288, 1260, 1511, 1458, 1300, 1356]",1
"38,3",primitive_type,[23],1
"38,7",identifier,"[739, 801, 1139]",1
"38,8",", _declaration_declarator","[1363, 1455, 1361]",3
"38,10",identifier,[1148],1
"38,11",;,"[1363, 1477, 1617, 1457]",1
"40,3",for ( _for_statement_body ) statement,"[229, 25]",7
"40,7",( _for_statement_body ) statement,[1970],1
"40,8",identifier = expression,[78],1
"40,10",= expression,"[410, 720, 1151, 1042]",1
"40,12",number_literal,[559],2
"40,13",; expression ; expression,"[684, 982, 1042]",4
"40,15",identifier,[479],1
"40,17",< expression,"[715, 1034]",3
"40,19",identifier,[506],1
"40,27",- expression,"[715, 985, 684, 1034]",8
"40,29",number_literal,[533],2
"40,31",&& expression,"[684, 975, 985, 1034]",10
"40,34",( expression ),[544],2
"40,35",identifier = expression,[378],5
"40,37",= expression,"[527, 1031, 1077, 1856]",11
"40,39",identifier,[559],1
"40,46",( ),"[715, 982, 684, 1031]",17
"40,47",),[451],4
"40,48",),"[696, 668, 837, 982, 684, 1031]",2
"40,50",!= expression,"[664, 837, 976, 684, 1034]",6
"40,53",identifier,[618],1
"40,57",&& expression,"[715, 960, 684, 976, 1034]",14
"40,60",identifier,[544],1
"40,62",!= expression,"[715, 976, 684, 1034]",6
"40,65",' escape_sequence ',[618],5
"40,66",escape_sequence ',[1618],2
"40,68",',[1562],1
"40,69",; expression,"[690, 684, 960, 976, 1034]",2
"40,71",++ expression,"[469, 1922]",4
"40,73",identifier,[540],1
"40,74",) statement,"[715, 701, 684, 1027, 1922]",1
"41,3",{ statement },[333],4
"42,5",identifier,[27],2
"42,9",[ expression ],"[405, 801, 1139, 1056]",9
"42,10",identifier,[528],1
"42,11",],"[827, 1090]",1
"42,13",= expression,"[681, 837, 1056]",2
"42,15",identifier,[559],1
"42,16",;,"[715, 982, 684, 1056]",1
"43,3",},"[248, 244, 28]",1
"44,3",if parenthesized_expression statement,"[173, 244, 236, 31, 25]",2
"44,6",( expression ),[1755],1
"44,7",identifier,[452],1
"44,9",== expression,"[715, 1033]",2
"44,12",' escape_sequence ',[618],5
"44,13",escape_sequence ',[1618],2
"44,15",',[1562],1
"44,16",),"[690, 684, 960, 1033]",1
"45,3",{ preproc_if_repeat1 },"[653, 362]",1
"46,5",identifier,[27],2
"46,9",[ expression ],"[405, 801, 1139, 1056]",9
"46,10",identifier,[528],1
"46,11",],"[827, 1090]",1
"46,13",= expression,"[681, 837, 1056]",2
"46,15",identifier,[559],1
"46,16",;,"[715, 982, 684, 1056]",1
"47,5",++ expression,"[248, 244, 28]",0
"47,7",identifier,[540],1
"47,8",;,"[715, 701, 684, 1056]",1
"48,3",},"[248, 244, 31, 28]",1
"50,3",identifier,"[173, 244, 147, 31, 25]",4
"50,7",[ expression ],"[405, 801, 1139, 1056]",9
"50,8",identifier,[528],1
"50,9",],"[827, 1090]",1
"50,11",= expression,"[681, 837, 1056]",2
"50,13",' escape_sequence ',[559],8
"50,14",escape_sequence ',[1618],2
"50,16",',[1562],1
"50,17",;,"[690, 684, 982, 1056]",1
