Location,Ground_Truth,State_List,Rank
"1,1",#include system_lib_string preproc_include_token2,"[1, 1820]",1
"1,10",system_lib_string preproc_include_token2,[1392],1
"1,19",preproc_include_token2,[1816],1
"3,1",#define identifier preproc_arg preproc_include_token2,"[361, 44, 1820]",5
"3,9",identifier preproc_arg preproc_include_token2,[1879],1
"3,18",preproc_arg preproc_include_token2,[1528],1
"4,1",#define identifier preproc_arg preproc_include_token2,"[341, 43, 44, 1820]",5
"4,9",identifier preproc_arg preproc_include_token2,[1879],1
"4,16",preproc_arg preproc_include_token2,[1528],1
"5,1",preproc_include_token2,"[341, 43, 44, 1820]",0
"6,1",primitive_type,"[341, 43, 44, 1820]",2
"6,5",identifier,"[739, 796, 1128]",1
"6,9",( parameter_declaration ),"[1363, 1458, 1356]",3
"6,10",primitive_type,[624],1
"6,14",),"[739, 720, 1118, 1598]",4
"7,1",{ preproc_if_repeat1 },"[1290, 1260, 1511, 1458, 1300, 1356]",1
"8,3",primitive_type,[23],1
"8,7",identifier,"[739, 801, 1139]",1
"8,8",;,"[1363, 1455, 1361]",1
"9,3",primitive_type,"[220, 25]",6
"9,8",identifier,"[739, 801, 1139]",1
"9,18",[ expression ],"[1363, 1455, 1361]",3
"9,19",identifier,[420],1
"9,28",+ expression,"[827, 1071]",2
"9,30",identifier,[567],2
"9,36",],"[827, 1054, 684, 1071]",1
"9,37",;,"[1303, 1363, 1455, 1361]",1
"11,1",preproc_if_repeat1,"[220, 31, 25]",0
"12,3",for ( _for_statement_body ) statement,"[220, 31, 25]",7
"12,7",( _for_statement_body ) statement,[1970],1
"12,8",identifier = expression,[78],1
"12,10",= expression,"[410, 720, 1151, 1042]",2
"12,12",number_literal,[559],2
"12,13",; expression ; expression,"[684, 982, 1042]",4
"12,15",identifier,[479],1
"12,17",< expression,"[715, 1034]",3
"12,19",( expression ),[506],4
"12,20",identifier,[378],1
"12,29",+ expression,"[527, 1031, 1077, 1856]",14
"12,31",identifier,[533],1
"12,37",),"[715, 975, 684, 1031]",1
"12,38",; expression,"[664, 837, 985, 684, 1034]",2
"12,40",++ expression,"[469, 1922]",5
"12,42",identifier,[540],1
"12,43",) statement,"[715, 701, 684, 1027, 1922]",1
"13,3",{ statement },[333],4
"14,5",identifier,[27],2
"14,15",[ expression ],"[405, 801, 1139, 1056]",9
"14,16",identifier,[528],2
"14,17",],"[827, 1090]",1
"14,19",= expression,"[681, 837, 1056]",2
"14,21",number_literal,[559],2
"14,22",;,"[684, 982, 1056]",1
"15,3",},"[248, 244, 28]",1
"17,1",declaration,"[173, 244, 236, 31, 25]",0
"18,3",primitive_type,"[173, 244, 236, 31, 25]",6
"18,8",identifier,"[739, 801, 1139]",1
"18,9",;,"[1363, 1455, 1361]",1
"19,3",while parenthesized_expression statement,"[220, 31, 25]",9
"19,9",( expression ),[1757],1
"19,10",( expression ),[452],3
"19,11",identifier = expression,[378],5
"19,13",= expression,"[527, 1031, 1077, 1856]",12
"19,15",identifier,[559],1
"19,22",( ),"[715, 982, 684, 1031]",17
"19,23",),[451],4
"19,24",),"[696, 668, 837, 982, 684, 1031]",1
"19,26",!= expression,"[664, 837, 1033]",5
"19,29",identifier,[618],1
"19,32",),"[715, 960, 684, 1033]",1
"20,3",{ statement },"[653, 366]",4
"21,5",if parenthesized_expression statement else_clause,[27],6
"21,8",( expression ),[1755],1
"21,9",identifier,[452],1
"21,11",>= expression,"[715, 1033]",14
"21,14",' character ',[506],3
"21,15",character ',[1618],1
"21,16",',[1562],1
"21,18",&& expression,"[690, 684, 985, 1033]",3
"21,21",identifier,[544],1
"21,23",<= expression,"[715, 976, 684, 1033]",14
"21,26",' character ',[506],3
"21,27",character ',[1618],1
"21,28",',[1562],1
"21,29",),"[690, 684, 985, 976, 1033]",1
"22,5",{ statement },"[653, 362]",5
"23,7",++ expression,[27],0
"23,9",identifier,[540],1
"23,19",[ expression ],"[715, 701, 684, 1056]",6
"23,20",identifier,[528],2
"23,22",- expression,"[827, 1090]",2
"23,24",' character ',[567],5
"23,25",character ',[1618],1
"23,26",',[1562],1
"23,27",],"[690, 684, 1054, 1090]",1
"23,28",;,"[681, 837, 701, 684, 1056]",1
"24,5",},"[248, 244, 28]",1
"25,5",else statement,"[173, 244, 147, 28]",3
"25,10",if parenthesized_expression statement,[373],5
"25,13",( expression ),[1755],1
"25,14",identifier,[452],1
"25,16",>= expression,"[715, 1033]",14
"25,19",' character ',[506],3
"25,20",character ',[1618],1
"25,21",',[1562],1
"25,23",&& expression,"[690, 684, 985, 1033]",3
"25,26",identifier,[544],1
"25,28",<= expression,"[715, 976, 684, 1033]",14
"25,31",' character ',[506],3
"25,32",character ',[1618],1
"25,33",',[1562],1
"25,34",),"[690, 684, 985, 976, 1033]",1
"26,5",{ statement },"[653, 362]",5
"27,7",++ expression,[27],0
"27,9",identifier,[540],1
"27,19",[ expression ],"[715, 701, 684, 1056]",6
"27,20",identifier,[528],2
"27,22",- expression,"[827, 1090]",2
"27,24",' character ',[567],5
"27,25",character ',[1618],1
"27,26",',[1562],1
"27,28",+ expression,"[690, 684, 1054, 1090]",4
"27,30",identifier,[567],2
"27,38",],"[827, 1054, 684, 1090]",1
"27,39",;,"[681, 837, 701, 684, 1056]",1
"28,5",},"[248, 244, 28]",1
"29,3",},"[173, 244, 147, 234, 224, 28]",1
"31,1",statement,"[173, 244, 198, 31, 25]",12
"32,3",for ( _for_statement_body ) statement,"[173, 244, 198, 31, 25]",7
"32,7",( _for_statement_body ) statement,[1970],1
"32,8",identifier = expression,[78],1
"32,10",= expression,"[410, 720, 1151, 1042]",2
"32,12",number_literal,[559],2
"32,13",; expression ; expression,"[684, 982, 1042]",4
"32,15",identifier,[479],1
"32,17",< expression,"[715, 1034]",3
"32,19",( expression ),[506],4
"32,20",identifier,[378],1
"32,29",+ expression,"[527, 1031, 1077, 1856]",14
"32,31",identifier,[533],1
"32,37",),"[715, 975, 684, 1031]",1
"32,38",; expression,"[664, 837, 985, 684, 1034]",2
"32,40",++ expression,"[469, 1922]",5
"32,42",identifier,[540],1
"32,43",) statement,"[715, 701, 684, 1027, 1922]",1
"33,3",{ preproc_if_repeat1 },[333],1
"34,5",if parenthesized_expression statement else_clause,[27],6
"34,8",( expression ),[1755],1
"34,9",identifier,[452],1
"34,11",< expression,"[715, 1033]",7
"34,13",identifier,[506],1
"34,21",),"[715, 985, 684, 1033]",1
"35,5",{ statement },"[653, 362]",5
"36,7",identifier,[27],2
"36,13",( expression argument_list_repeat1 ),"[405, 801, 1139, 1056]",4
"36,14",""" string_content ""","[988, 1256, 451]",3
"36,15","string_content """,[1531],1
"36,19","""",[1547],1
"36,20",", expression","[627, 663, 684, 1018]",2
"36,22",' character ',[476],10
"36,23",character ',[1618],1
"36,24",',[1562],1
"36,26",+ expression,"[690, 684, 1025, 1572]",6
"36,28",identifier,[533],1
"36,29",),"[715, 975, 684, 1025, 1572]",1
"36,30",;,"[698, 668, 837, 1056]",1
"37,5",},"[248, 244, 28]",1
"38,5",else statement,"[173, 244, 147, 28]",3
"38,10",if parenthesized_expression statement,[373],5
"38,13",( expression ),[1755],1
"38,14",identifier,[452],1
"38,16",>= expression,"[715, 1033]",14
"38,19",identifier,[506],1
"38,27",),"[715, 985, 684, 1033]",1
"39,5",{ statement },"[653, 362]",5
"40,7",identifier,[27],2
"40,13",( expression argument_list_repeat1 ),"[405, 801, 1139, 1056]",4
"40,14",""" string_content ""","[988, 1256, 451]",3
"40,15","string_content """,[1531],1
"40,19","""",[1547],1
"40,20",", expression","[627, 663, 684, 1018]",2
"40,22",' character ',[476],10
"40,23",character ',[1618],1
"40,24",',[1562],1
"40,26",+ expression,"[690, 684, 1025, 1572]",6
"40,28",identifier,[533],1
"40,30",- expression,"[715, 975, 684, 1025, 1572]",10
"40,32",identifier,[533],1
"40,40",),"[715, 975, 684, 1025, 1572]",1
"40,41",;,"[698, 668, 837, 1056]",1
"41,5",},"[248, 244, 28]",1
"43,5",primitive_type,"[173, 244, 147, 234, 224, 28]",10
"43,9",identifier,"[739, 801, 1139]",1
"43,10",;,"[1363, 1455, 1361]",1
"44,5",for ( _for_statement_body ) statement,"[220, 31, 28]",10
"44,9",( _for_statement_body ) statement,[1970],1
"44,10",identifier = expression,[78],1
"44,12",= expression,"[410, 720, 1151, 1042]",2
"44,14",number_literal,[559],2
"44,15",; expression ; expression,"[684, 982, 1042]",4
"44,17",identifier,[479],1
"44,19",< expression,"[715, 1034]",3
"44,21",identifier,[506],1
"44,31",[ expression ],"[715, 985, 684, 1034]",8
"44,32",identifier,[528],2
"44,33",],"[827, 1090]",1
"44,34",; expression,"[681, 837, 985, 684, 1034]",2
"44,36",++ expression,"[469, 1922]",5
"44,38",identifier,[540],1
"44,39",) statement,"[715, 701, 684, 1027, 1922]",1
"45,5",{ statement },[333],4
"46,7",identifier,[27],2
"46,13",( expression ),"[405, 801, 1139, 1056]",6
"46,14",""" string_content ""","[988, 1256, 451]",3
"46,15","string_content """,[1531],1
"46,16","""",[1547],1
"46,17",),"[627, 663, 684, 1018]",1
"46,18",;,"[693, 668, 837, 1056]",1
"47,5",},"[248, 244, 28]",1
"49,5",identifier,"[173, 244, 236, 31, 28]",4
"49,12",( expression ),"[405, 801, 1139, 1056]",6
"49,13",' escape_sequence ',"[988, 1256, 451]",13
"49,14",escape_sequence ',[1618],2
"49,16",',[1562],1
"49,17",),"[690, 684, 1018]",1
"49,18",;,"[693, 668, 837, 1056]",1
