Location,Ground_Truth,State_List,Rank
"1,1",#include system_lib_string preproc_include_token2,"[1, 1820]",1
"1,10",system_lib_string preproc_include_token2,[1392],1
"1,19",preproc_include_token2,[1816],1
"3,1",#define identifier preproc_arg preproc_include_token2,"[361, 44, 1820]",5
"3,9",identifier preproc_arg preproc_include_token2,[1879],1
"3,32",preproc_arg preproc_include_token2,[1528],1
"3,52",preproc_include_token2,[1877],1
"4,1",#define identifier preproc_params preproc_arg preproc_include_token2,"[341, 43, 44, 1820]",11
"4,9",identifier preproc_params preproc_arg preproc_include_token2,[1879],2
"4,23",( identifier ),[1528],2
"4,24",identifier ),[1649],1
"4,28",),[1631],1
"5,3",preproc_arg preproc_include_token2,"[327, 43, 44, 1820]",0
"12,29",preproc_include_token2,[1784],1
"14,1",unsigned primitive_type,"[327, 43, 44, 1820]",0
"14,10",primitive_type,"[704, 770, 796, 1128]",3
"14,14",identifier,"[767, 770, 796, 1128]",1
"14,20",( parameter_declaration parameter_list_repeat1 ),"[1363, 1458, 1356]",2
"14,21",primitive_type,[624],1
"14,25",identifier,"[739, 720, 1118, 1598]",2
"14,26",", parameter_declaration","[1300, 1321, 1598]",1
"14,28",primitive_type,[649],1
"14,32",identifier,"[739, 720, 1118, 1748, 1601]",2
"14,33",", parameter_declaration","[1300, 1321, 1748, 1601]",2
"14,35",primitive_type,[649],1
"14,39",identifier,"[739, 720, 1118, 1748, 1669, 1601]",2
"14,40",),"[1300, 1321, 1748, 1669, 1601]",1
"14,41",;,"[1288, 1260, 1511, 1458, 1300, 1356]",4
"16,1",primitive_type,"[225, 43, 44, 1820]",2
"16,5",identifier,"[739, 796, 1128]",1
"16,9",( parameter_declaration ),"[1363, 1458, 1356]",3
"16,10",primitive_type,[624],1
"16,14",),"[739, 720, 1118, 1598]",4
"17,1",{ preproc_if_repeat1 },"[1290, 1260, 1511, 1458, 1300, 1356]",1
"18,3",unsigned primitive_type,[23],15
"18,12",primitive_type,"[704, 770, 801, 1139]",3
"18,16",identifier,"[767, 770, 801, 1139]",1
"18,18",= expression,"[1363, 1455, 1361]",2
"18,20",number_literal,[459],2
"18,30",;,"[684, 1032, 1592]",1
"20,3",identifier,"[221, 25]",4
"20,9",( expression argument_list_repeat1 ),"[405, 801, 1139, 1056]",4
"20,10",identifier,"[988, 1256, 451]",1
"20,32",", expression","[754, 1077, 1813, 1300, 1442, 715, 1018]",2
"20,34",identifier,[476],1
"20,48",( expression ),"[715, 1025, 1572]",4
"20,49",identifier,[451],1
"20,50",),"[715, 1018]",1
"20,51",),"[693, 668, 837, 1025, 1572]",1
"20,52",;,"[698, 668, 837, 1056]",1
"21,3",identifier,"[248, 244, 31, 25]",4
"21,9",( expression argument_list_repeat1 ),"[405, 801, 1139, 1056]",4
"21,10",identifier,"[988, 1256, 451]",1
"21,32",", expression","[754, 1077, 1813, 1300, 1442, 715, 1018]",2
"21,34",identifier,[476],1
"21,48",( expression ),"[715, 1025, 1572]",4
"21,49",identifier,[451],1
"21,55",( expression argument_list_repeat1 ),"[715, 1018]",10
"21,56",identifier,[451],1
"21,57",", expression","[715, 1018]",2
"21,59",number_literal,[476],2
"21,60",", expression","[684, 1025, 1572]",2
"21,62",number_literal,[476],2
"21,63",),"[684, 1025, 1668, 1572]",1
"21,64",),"[698, 668, 837, 1018]",1
"21,65",),"[693, 668, 837, 1025, 1572]",1
"21,66",;,"[698, 668, 837, 1056]",1
"23,3",return expression ;,"[248, 244, 31, 25]",5
"23,10",number_literal,[475],2
"23,11",;,"[684, 1070]",1
"24,1",},"[199, 244, 31, 25]",1
"26,1",unsigned primitive_type,"[87, 339, 43, 44, 1820]",0
"26,10",primitive_type,"[704, 770, 796, 1128]",3
"26,14",identifier,"[767, 770, 796, 1128]",1
"26,20",( parameter_declaration parameter_list_repeat1 ),"[1363, 1458, 1356]",2
"26,21",primitive_type,[624],1
"26,25",identifier,"[739, 720, 1118, 1598]",2
"26,26",", parameter_declaration","[1300, 1321, 1598]",1
"26,28",primitive_type,[649],1
"26,32",identifier,"[739, 720, 1118, 1748, 1601]",2
"26,33",", parameter_declaration","[1300, 1321, 1748, 1601]",2
"26,35",primitive_type,[649],1
"26,39",identifier,"[739, 720, 1118, 1748, 1669, 1601]",2
"26,40",),"[1300, 1321, 1748, 1669, 1601]",1
"27,1",{ preproc_if_repeat1 },"[1288, 1260, 1511, 1458, 1300, 1356]",1
"28,3",++ expression,[23],0
"28,5",identifier,[540],1
"28,6",;,"[715, 701, 684, 1056]",1
"28,11",declaration,"[248, 244, 25]",0
"30,3",unsigned primitive_type,"[248, 244, 25]",0
"30,12",primitive_type,"[704, 770, 801, 1139]",3
"30,16",identifier,"[767, 770, 801, 1139]",1
"30,22",= expression,"[1363, 1455, 1361]",2
"30,24",~ expression,[459],0
"30,25",( expression ),[541],2
"30,26",~ expression,[378],0
"30,27",number_literal,[541],4
"30,29",<< expression,"[684, 691, 1031]",17
"30,32",identifier,[526],2
"30,33",),"[715, 961, 684, 1031]",1
"30,35",<< expression,"[664, 837, 691, 684, 1032, 1592]",0
"30,38",identifier,[526],2
"30,39",;,"[715, 961, 684, 1032, 1592]",1
"31,3",unsigned primitive_type,"[221, 31, 25]",0
"31,12",primitive_type,"[704, 770, 801, 1139]",3
"31,16",identifier,"[767, 770, 801, 1139]",1
"31,22",= expression,"[1363, 1455, 1361]",2
"31,24",~ expression,[459],0
"31,25",identifier,[541],1
"31,31",& expression,"[715, 691, 684, 1032, 1592]",15
"31,33",identifier,[595],1
"31,34",;,"[715, 984, 684, 1032, 1592]",1
"33,3",return expression ;,"[221, 31, 25]",5
"33,10",identifier,[475],1
"33,16",| expression,"[715, 1070]",0
"33,18",~ expression,[549],5
"33,19",identifier,[541],1
"33,20",;,"[715, 691, 684, 977, 1070]",1
"34,1",},"[199, 244, 31, 25]",1
