Location,Ground_Truth,State_List,Rank
"1,1",#include system_lib_string preproc_include_token2,"[1, 1820]",1
"1,10",system_lib_string preproc_include_token2,[1392],1
"1,19",preproc_include_token2,[1816],1
"3,1",#define identifier preproc_arg preproc_include_token2,"[361, 44, 1820]",5
"3,9",identifier preproc_arg preproc_include_token2,[1879],1
"3,17",preproc_arg preproc_include_token2,[1528],1
"4,1",preproc_include_token2,"[341, 43, 44, 1820]",0
"5,1",primitive_type,"[341, 43, 44, 1820]",2
"5,5",identifier,"[739, 796, 1128]",1
"5,13",( parameter_declaration parameter_list_repeat1 ),"[1363, 1458, 1356]",2
"5,14",primitive_type,[624],1
"5,19",identifier,"[739, 720, 1118, 1598]",2
"5,23",[ ],"[1300, 1321, 1598]",5
"5,24",],[420],3
"5,25",", parameter_declaration","[1297, 1300, 1321, 1598]",1
"5,27",primitive_type,[649],1
"5,31",identifier,"[739, 720, 1118, 1748, 1601]",2
"5,43",),"[1300, 1321, 1748, 1601]",1
"5,44",;,"[1288, 1260, 1511, 1458, 1300, 1356]",4
"6,1",primitive_type,"[225, 43, 44, 1820]",2
"6,5",identifier,"[739, 796, 1128]",1
"6,11",( parameter_declaration ),"[1363, 1458, 1356]",3
"6,12",primitive_type,[624],1
"6,17",identifier,"[739, 720, 1118, 1598]",2
"6,21",[ ],"[1300, 1321, 1598]",5
"6,22",],[420],3
"6,23",),"[1297, 1300, 1321, 1598]",2
"6,24",;,"[1290, 1260, 1511, 1458, 1300, 1356]",4
"7,1",primitive_type,"[225, 43, 44, 1820]",2
"7,6",identifier,"[739, 796, 1128]",1
"7,13",( parameter_declaration ),"[1363, 1458, 1356]",3
"7,14",primitive_type,[624],1
"7,19",identifier,"[739, 720, 1118, 1598]",2
"7,23",[ ],"[1300, 1321, 1598]",5
"7,24",],[420],3
"7,25",),"[1297, 1300, 1321, 1598]",2
"7,26",;,"[1290, 1260, 1511, 1458, 1300, 1356]",4
"9,1",primitive_type,"[225, 43, 44, 1820]",2
"9,5",identifier,"[739, 796, 1128]",1
"9,9",( parameter_declaration ),"[1363, 1458, 1356]",3
"9,10",primitive_type,[624],1
"9,14",),"[739, 720, 1118, 1598]",4
"10,1",{ preproc_if_repeat1 },"[1290, 1260, 1511, 1458, 1300, 1356]",1
"11,3",primitive_type,[23],1
"11,7",identifier,"[739, 801, 1139]",1
"11,10",;,"[1363, 1455, 1361]",1
"12,3",primitive_type,"[220, 25]",6
"12,8",identifier,"[739, 801, 1139]",1
"12,12",[ expression ],"[1363, 1455, 1361]",3
"12,13",identifier,[420],1
"12,20",],"[827, 1071]",1
"12,21",;,"[1303, 1363, 1455, 1361]",1
"14,3",while parenthesized_expression statement,"[220, 31, 25]",9
"14,9",( expression ),[1757],1
"14,10",( expression ),[452],3
"14,11",identifier = expression,[378],5
"14,15",= expression,"[527, 1031, 1077, 1856]",12
"14,17",identifier,[559],1
"14,25",( expression argument_list_repeat1 ),"[715, 982, 684, 1031]",3
"14,26",identifier,[451],1
"14,30",", expression","[715, 1018]",2
"14,32",identifier,[476],1
"14,39",),"[715, 1025, 1572]",1
"14,40",),"[698, 668, 837, 982, 684, 1031]",1
"14,42",> expression,"[664, 837, 1033]",11
"14,44",number_literal,[506],2
"14,45",),"[684, 985, 1033]",1
"15,3",{ preproc_if_repeat1 },"[653, 366]",1
"16,5",identifier,[27],2
"16,12",( expression ),"[405, 801, 1139, 1056]",6
"16,13",identifier,"[988, 1256, 451]",1
"16,17",),"[754, 1077, 1813, 1300, 1442, 715, 1018]",1
"16,18",;,"[761, 770, 801, 1139, 1301, 1363, 1455, 1361, 693, 668, 837, 1056]",1
"17,5",identifier,"[248, 244, 28, 310, 220]",4
"17,11",( expression argument_list_repeat1 ),"[405, 801, 1139, 1056]",4
"17,12",""" string_content ""","[988, 1256, 451]",3
"17,13","string_content """,[1531],1
"17,15","""",[1547],1
"17,16",", expression","[627, 663, 684, 1018]",2
"17,18",identifier,[476],1
"17,22",),"[715, 1025, 1572]",1
"17,23",;,"[698, 668, 837, 1056]",1
"18,3",},"[248, 244, 31, 28]",1
"20,3",return expression ;,"[173, 244, 198, 31, 25]",5
"20,10",number_literal,[475],2
"20,11",;,"[684, 1070]",1
"21,1",},"[199, 244, 31, 25]",1
"23,1",primitive_type,"[87, 339, 43, 44, 1820]",2
"23,5",identifier,"[739, 796, 1128]",1
"23,13",( parameter_declaration parameter_list_repeat1 ),"[1363, 1458, 1356]",2
"23,14",primitive_type,[624],1
"23,19",identifier,"[739, 720, 1118, 1598]",2
"23,23",[ ],"[1300, 1321, 1598]",5
"23,24",],[420],3
"23,25",", parameter_declaration","[1297, 1300, 1321, 1598]",1
"23,27",primitive_type,[649],1
"23,31",identifier,"[739, 720, 1118, 1748, 1601]",2
"23,43",),"[1300, 1321, 1748, 1601]",1
"24,1",{ preproc_if_repeat1 },"[1288, 1260, 1511, 1458, 1300, 1356]",1
"25,3",primitive_type,[23],1
"25,7",identifier,"[739, 801, 1139]",1
"25,8",", _declaration_declarator","[1363, 1455, 1361]",4
"25,10",identifier,[1148],1
"25,11",;,"[1363, 1477, 1617, 1457]",1
"27,3",identifier = expression,"[229, 25]",3
"27,5",= expression,"[405, 801, 1139, 1056]",2
"27,7",number_literal,[559],2
"27,8",;,"[684, 982, 1056]",1
"28,3",while parenthesized_expression statement,"[248, 244, 31, 25]",9
"28,9",( expression ),[1757],1
"28,10",identifier,[452],1
"28,12",< expression,"[715, 1033]",7
"28,14",identifier,[506],1
"28,27",- expression,"[715, 985, 684, 1033]",18
"28,29",number_literal,[533],2
"28,31",&& expression,"[684, 975, 985, 1033]",3
"28,34",( expression ),[544],2
"28,35",identifier = expression,[378],5
"28,37",= expression,"[527, 1031, 1077, 1856]",12
"28,39",identifier,[559],1
"28,46",( ),"[715, 982, 684, 1031]",17
"28,47",),[451],4
"28,48",),"[696, 668, 837, 982, 684, 1031]",1
"28,50",!= expression,"[664, 837, 976, 684, 1033]",6
"28,53",identifier,[618],1
"28,57",&& expression,"[715, 960, 684, 976, 1033]",3
"28,60",identifier,[544],1
"28,62",!= expression,"[715, 976, 684, 1033]",5
"28,65",' escape_sequence ',[618],5
"28,66",escape_sequence ',[1618],2
"28,68",',[1562],1
"28,69",),"[690, 684, 960, 976, 1033]",1
"29,3",{ preproc_if_repeat1 },"[653, 366]",1
"30,5",identifier,[27],2
"30,9",[ expression ],"[405, 801, 1139, 1056]",9
"30,10",identifier,[528],2
"30,11",],"[827, 1090]",1
"30,13",= expression,"[681, 837, 1056]",2
"30,15",identifier,[559],1
"30,16",;,"[715, 982, 684, 1056]",1
"31,5",++ expression,"[248, 244, 28]",0
"31,7",identifier,[540],1
"31,8",;,"[715, 701, 684, 1056]",1
"32,3",},"[248, 244, 31, 28]",1
"34,1",statement,"[173, 244, 198, 31, 25]",12
"35,3",while parenthesized_expression statement,"[173, 244, 198, 31, 25]",9
"35,9",( expression ),[1757],1
"35,10",identifier,[452],1
"35,12",>= expression,"[715, 1033]",14
"35,15",identifier,[506],1
"35,28",- expression,"[715, 985, 684, 1033]",18
"35,30",number_literal,[533],2
"35,32",&& expression,"[684, 975, 985, 1033]",3
"35,35",( expression ),[544],2
"35,36",identifier = expression,[378],5
"35,38",= expression,"[527, 1031, 1077, 1856]",12
"35,40",identifier,[559],1
"35,47",( ),"[715, 982, 684, 1031]",17
"35,48",),[451],4
"35,49",),"[696, 668, 837, 982, 684, 1031]",1
"35,51",!= expression,"[664, 837, 976, 684, 1033]",6
"35,54",' escape_sequence ',[618],5
"35,55",escape_sequence ',[1618],2
"35,57",',[1562],1
"35,58",),"[690, 684, 960, 976, 1033]",1
"36,5",;,"[653, 366]",6
"38,3",if parenthesized_expression statement,"[245, 244, 198, 31, 25]",2
"38,6",( expression ),[1755],1
"38,7",identifier,[452],1
"38,9",== expression,"[715, 1033]",2
"38,12",' escape_sequence ',[618],5
"38,13",escape_sequence ',[1618],2
"38,15",',[1562],1
"38,16",),"[690, 684, 960, 1033]",1
"39,3",{ preproc_if_repeat1 },"[653, 362]",1
"40,5",identifier,[27],2
"40,9",[ expression ],"[405, 801, 1139, 1056]",9
"40,10",identifier,[528],2
"40,11",],"[827, 1090]",1
"40,13",= expression,"[681, 837, 1056]",2
"40,15",' escape_sequence ',[559],8
"40,16",escape_sequence ',[1618],2
"40,18",',[1562],1
"40,19",;,"[690, 684, 982, 1056]",1
"41,5",++ expression,"[248, 244, 28]",0
"41,7",identifier,[540],1
"41,8",;,"[715, 701, 684, 1056]",1
"42,3",},"[248, 244, 31, 28]",1
"44,3",identifier,"[173, 244, 147, 31, 25]",5
"44,7",[ expression ],"[405, 801, 1139, 1056]",9
"44,8",identifier,[528],2
"44,9",],"[827, 1090]",1
"44,11",= expression,"[681, 837, 1056]",2
"44,13",' escape_sequence ',[559],8
"44,14",escape_sequence ',[1618],2
"44,16",',[1562],1
"44,17",;,"[690, 684, 982, 1056]",1
"46,3",return expression ;,"[248, 244, 31, 25]",5
"46,10",identifier,[475],1
"46,11",;,"[715, 1070]",1
"47,1",},"[199, 244, 31, 25]",1
"49,1",primitive_type,"[87, 339, 43, 44, 1820]",2
"49,5",identifier,"[739, 796, 1128]",1
"49,11",( parameter_declaration ),"[1363, 1458, 1356]",3
"49,12",primitive_type,[624],1
"49,17",identifier,"[739, 720, 1118, 1598]",2
"49,21",[ ],"[1300, 1321, 1598]",5
"49,22",],[420],3
"49,23",),"[1297, 1300, 1321, 1598]",2
