Location,Ground_Truth,State_List,Rank
"1,1",#include system_lib_string preproc_include_token2,"[1, 1820]",2
"1,10",system_lib_string preproc_include_token2,[1392],1
"1,19",preproc_include_token2,[1816],1
"2,1",#include system_lib_string preproc_include_token2,"[361, 44, 1820]",3
"2,10",system_lib_string preproc_include_token2,[1392],1
"2,20",preproc_include_token2,[1816],1
"3,1",#include system_lib_string preproc_include_token2,"[361, 43, 44, 1820]",3
"3,10",system_lib_string preproc_include_token2,[1392],1
"3,20",preproc_include_token2,[1816],1
"4,1",#include system_lib_string preproc_include_token2,"[361, 43, 44, 1820]",3
"4,10",system_lib_string preproc_include_token2,[1392],1
"4,19",preproc_include_token2,[1816],1
"6,1",#define identifier preproc_arg preproc_include_token2,"[361, 43, 44, 1820]",7
"6,9",identifier preproc_arg preproc_include_token2,[1879],1
"6,22",preproc_arg preproc_include_token2,[1528],1
"6,25",preproc_include_token2,[1877],1
"7,1",#define identifier preproc_arg preproc_include_token2,"[341, 43, 44, 1820]",7
"7,9",identifier preproc_arg preproc_include_token2,[1879],1
"7,29",preproc_arg preproc_include_token2,[1528],1
"7,77",preproc_include_token2,[1877],1
"9,1",enum identifier enumerator_list,"[341, 43, 44, 1820]",0
"9,6",identifier enumerator_list,[1674],2
"10,1",{ enumerator_list_repeat1 enumerator },"[824, 770, 796, 1128]",4
"11,3",identifier,[1296],2
"11,8",",","[1640, 1718]",2
"12,3",identifier,"[1485, 1308]",1
"13,1",},"[1640, 1734]",3
"13,2",;,"[771, 874, 770, 796, 1128]",3
"15,1",struct identifier field_declaration_list,"[330, 43, 44, 1820]",11
"15,8",identifier field_declaration_list,[1408],2
"16,1",{ preproc_if_in_field_declaration_list_repeat1 },"[703, 770, 796, 1128]",4
"17,3",primitive_type,[447],2
"17,10",identifier,"[739, 720, 1275]",2
"17,21",;,"[1378, 1304, 1536]",1
"18,3",struct identifier,"[880, 450]",5
"18,10",identifier,[1408],1
"18,20",* _field_declarator,"[703, 770, 720, 1275]",3
"18,21",identifier,[953],1
"18,25",;,"[1378, 1318, 1382, 1304, 1536]",1
"19,1",},"[880, 445, 450]",2
"19,2",;,"[774, 728, 770, 796, 1128]",3
"21,1",struct identifier field_declaration_list,"[330, 43, 44, 1820]",11
"21,8",identifier field_declaration_list,[1408],2
"22,1",{ preproc_if_in_field_declaration_list_repeat1 },"[703, 770, 796, 1128]",4
"23,3",primitive_type,[447],2
"23,8",* _field_declarator,"[739, 720, 1275]",3
"23,9",identifier,[953],1
"23,13",;,"[1378, 1318, 1382, 1304, 1536]",1
"24,3",struct identifier,"[880, 450]",5
"24,10",identifier,[1408],1
"24,20",* _field_declarator,"[703, 770, 720, 1275]",3
"24,21",identifier,[953],1
"24,33",;,"[1378, 1318, 1382, 1304, 1536]",1
"25,3",struct identifier,"[880, 445, 450]",5
"25,10",identifier,[1408],1
"25,20",* _field_declarator,"[703, 770, 720, 1275]",3
"25,21",identifier,[953],1
"25,25",;,"[1378, 1318, 1382, 1304, 1536]",1
"26,3",struct identifier,"[880, 445, 450]",5
"26,10",identifier,[1408],1
"26,20",* _field_declarator,"[703, 770, 720, 1275]",3
"26,21",identifier,[953],1
"26,26",;,"[1378, 1318, 1382, 1304, 1536]",1
"27,1",},"[880, 445, 450]",2
"27,2",;,"[774, 728, 770, 796, 1128]",3
"29,1",struct identifier,"[330, 43, 44, 1820]",17
