Location,Ground_Truth,State_List,Rank
"1,1",#include system_lib_string preproc_include_token2,"[1, 1820]",2
"1,10",system_lib_string preproc_include_token2,[1392],1
"1,19",preproc_include_token2,[1816],1
"3,1",#define identifier preproc_arg preproc_include_token2,"[361, 44, 1820]",5
"3,9",identifier preproc_arg preproc_include_token2,[1879],1
"3,18",preproc_arg preproc_include_token2,[1528],1
"3,21",preproc_include_token2,[1877],1
"5,1",primitive_type,"[341, 43, 44, 1820]",2
"5,5",identifier,"[739, 796, 1128]",1
"5,10",( parameter_declaration ),"[1363, 1458, 1356]",3
"5,11",primitive_type,[624],1
"5,15",),"[739, 720, 1118, 1598]",4
"5,16",;,"[1290, 1260, 1511, 1458, 1300, 1356]",4
"6,1",primitive_type,"[225, 43, 44, 1820]",2
"6,6",identifier,"[739, 796, 1128]",1
"6,13",( parameter_declaration ),"[1363, 1458, 1356]",3
"6,14",primitive_type,[624],1
"6,18",identifier,"[739, 720, 1118, 1598]",2
"6,19",),"[1300, 1321, 1598]",2
"6,20",;,"[1290, 1260, 1511, 1458, 1300, 1356]",4
"8,1",primitive_type,"[225, 43, 44, 1820]",2
"8,5",identifier,"[739, 796, 1128]",1
"8,9",( parameter_declaration ),"[1363, 1458, 1356]",3
"8,10",primitive_type,[624],1
"8,14",),"[739, 720, 1118, 1598]",4
"9,1",{ preproc_if_repeat1 },"[1290, 1260, 1511, 1458, 1300, 1356]",1
"10,3",primitive_type,[23],2
"10,7",identifier,"[739, 801, 1139]",1
"10,8",;,"[1363, 1455, 1361]",1
"12,3",identifier = expression,"[220, 25]",4
"12,5",= expression,"[405, 801, 1139, 1056]",2
"12,7",identifier,[559],1
"12,12",( ),"[715, 982, 684, 1056]",7
"12,13",),[451],4
"12,14",;,"[696, 668, 837, 982, 684, 1056]",1
"13,3",identifier,"[248, 244, 31, 25]",1
"13,10",( expression ),"[405, 801, 1139, 1056]",3
"13,11",identifier,"[988, 1256, 451]",1
"13,12",),"[754, 1077, 1813, 1300, 1442, 715, 1018]",1
"13,13",;,"[761, 770, 801, 1139, 1301, 1363, 1455, 1361, 693, 668, 837, 1056]",1
"15,3",identifier,"[248, 244, 31, 25, 310, 220]",1
"15,10",( expression ),"[405, 801, 1139, 1056]",3
"15,11",identifier,"[988, 1256, 451]",1
"15,14",),"[754, 1077, 1813, 1300, 1442, 715, 1018]",1
"15,15",;,"[761, 770, 801, 1139, 1301, 1363, 1455, 1361, 693, 668, 837, 1056]",1
"17,3",identifier = expression,"[248, 244, 31, 25, 310, 220]",4
"17,5",= expression,"[405, 801, 1139, 1056]",2
"17,7",identifier,[559],1
"17,12",( ),"[715, 982, 684, 1056]",7
"17,13",),[451],4
"17,14",;,"[696, 668, 837, 982, 684, 1056]",1
"18,3",identifier,"[248, 244, 31, 25]",1
"18,10",( expression ),"[405, 801, 1139, 1056]",3
"18,11",identifier,"[988, 1256, 451]",1
"18,12",),"[754, 1077, 1813, 1300, 1442, 715, 1018]",1
"18,13",;,"[761, 770, 801, 1139, 1301, 1363, 1455, 1361, 693, 668, 837, 1056]",1
"20,3",return expression ;,"[248, 244, 31, 25, 310, 220]",5
"20,10",number_literal,[475],2
"20,11",;,"[684, 1070]",1
"21,1",},"[199, 244, 31, 25]",2
"23,1",primitive_type,"[87, 339, 43, 44, 1820]",2
"23,5",identifier,"[739, 796, 1128]",1
