Location,Ground_Truth,State_List,Rank
"1,1",#include system_lib_string preproc_include_token2,"[1, 1820]",2
"1,10",system_lib_string preproc_include_token2,[1392],1
"1,19",preproc_include_token2,[1816],1
"2,1",#include string_literal preproc_include_token2,"[361, 44, 1820]",4
"2,10",""" string_content """,[1392],2
"2,11","string_content """,[1532],1
"2,21","""",[1520],1
"2,22",preproc_include_token2,"[1914, 1816]",1
"4,1",#define identifier preproc_arg preproc_include_token2,"[361, 43, 44, 1820]",7
"4,9",identifier preproc_arg preproc_include_token2,[1879],1
"4,21",preproc_arg preproc_include_token2,[1528],1
"4,57",preproc_include_token2,[1877],1
"6,1",identifier,"[341, 43, 44, 1820]",8
"6,6",identifier,"[408, 796, 1128, 1101]",1
"6,16",[ expression ],"[1363, 1458, 1356]",10
"6,17",identifier,[420],1
"6,37",],"[827, 1071]",1
"6,39",= initializer_list,"[1303, 1363, 1458, 1356]",7
"6,41",{ initializer_list initializer_list_repeat1 },[459],11
"7,5",{ expression initializer_list_repeat1 },[432],5
"7,6",number_literal,[432],3
"7,7",", expression","[684, 1015]",1
"7,9",( type_descriptor ) expression,[442],0
"7,10",primitive_type,[378],2
"7,15",*,"[739, 1077, 1856]",2
"7,16",) expression,"[943, 1443, 1474, 1856]",1
"7,17",number_literal,[456],3
"7,18",", expression","[684, 699, 1030, 1660]",1
"7,20",( type_descriptor ) expression,[441],17
"7,21",primitive_type,[378],2
"7,26",*,"[739, 1077, 1856]",2
"7,27",) expression,"[943, 1443, 1474, 1856]",1
"7,28",number_literal,[456],3
"7,29",", initializer_list","[684, 699, 1030, 1597, 1660]",2
"7,31",{ expression initializer_list_repeat1 },[441],5
"7,32",number_literal,[432],3
"7,33",", expression","[684, 1015]",1
"7,35",number_literal,[442],1
"7,36",", expression","[684, 1030, 1660]",1
"7,38",number_literal,[441],1
"7,39",", expression","[684, 1030, 1597, 1660]",1
"7,41",number_literal,[441],1
"7,42",", expression","[684, 1030, 1597, 1660]",1
"7,44",number_literal,[441],1
"7,45",},"[684, 1030, 1597, 1660]",3
"7,46",", expression","[671, 1683, 1597, 1660]",1
"7,48",number_literal,[441],1
"7,49",},"[684, 1030, 1597, 1660]",3
"7,50",", initializer_list","[671, 1643]",1
"7,56",initializer_list,[442],11
"8,5",{ expression initializer_list_repeat1 },[442],5
"8,6",number_literal,[432],3
"8,7",", expression","[684, 1015]",1
"8,9",( type_descriptor ) expression,[442],0
"8,10",primitive_type,[378],2
"8,15",*,"[739, 1077, 1856]",2
"8,16",) expression,"[943, 1443, 1474, 1856]",1
"8,17",number_literal,[456],3
"8,18",", expression","[684, 699, 1030, 1660]",1
"8,20",( type_descriptor ) expression,[441],17
"8,21",primitive_type,[378],2
"8,26",*,"[739, 1077, 1856]",2
"8,27",) expression,"[943, 1443, 1474, 1856]",1
"8,28",number_literal,[456],3
"8,29",", initializer_list","[684, 699, 1030, 1597, 1660]",2
"8,31",{ expression initializer_list_repeat1 },[441],5
"8,32",number_literal,[432],3
"8,33",", expression","[684, 1015]",1
"8,35",number_literal,[442],1
"8,36",", expression","[684, 1030, 1660]",1
"8,38",number_literal,[441],1
"8,39",", expression","[684, 1030, 1597, 1660]",1
"8,41",number_literal,[441],1
"8,42",", expression","[684, 1030, 1597, 1660]",1
"8,44",number_literal,[441],1
"8,45",},"[684, 1030, 1597, 1660]",3
