Location,Ground_Truth,State_List,Rank
"1,1",#include system_lib_string preproc_include_token2,"[1, 1820]",1
"1,10",system_lib_string preproc_include_token2,[1392],1
"1,19",preproc_include_token2,[1816],1
"2,1",#include system_lib_string preproc_include_token2,"[361, 44, 1820]",3
"2,10",system_lib_string preproc_include_token2,[1392],1
"2,20",preproc_include_token2,[1816],1
"3,1",#include system_lib_string preproc_include_token2,"[361, 43, 44, 1820]",3
"3,10",system_lib_string preproc_include_token2,[1392],1
"3,20",preproc_include_token2,[1816],1
"4,1",#include system_lib_string preproc_include_token2,"[361, 43, 44, 1820]",3
"4,10",system_lib_string preproc_include_token2,[1392],1
"4,19",preproc_include_token2,[1816],1
"6,1",typedef _type_definition_type _type_definition_declarators ;,"[361, 43, 44, 1820]",0
"6,9",enum enumerator_list,[993],6
"7,1",{ enumerator_list_repeat1 enumerator },[1666],1
"8,3",identifier,[1296],2
"8,8",",","[1640, 1718]",2
"9,3",identifier,"[1485, 1308]",1
"10,1",},"[1640, 1734]",3
"10,3",identifier,"[771, 1050, 770, 1115, 1265]",1
"10,10",;,"[1417, 1338, 1503]",1
"12,1",typedef _type_definition_type _type_definition_declarators ;,"[247, 43, 44, 1820]",0
"12,9",primitive_type,[993],1
"12,13",( _type_declarator ),"[1138, 1115, 1265]",2
"12,14",* _type_declarator,[1120],2
"12,15",identifier,[887],1
"12,27",),"[1417, 1335, 1415, 1430]",1
"12,28",( parameter_declaration ),"[1411, 1415, 1338, 1503]",2
"12,29",primitive_type,[623],1
"12,32",),"[739, 720, 1118, 1598]",4
"12,33",;,"[1290, 1397, 1415, 1338, 1503]",3
"14,1",identifier,"[247, 43, 44, 1820]",5
"14,9",identifier,"[408, 796, 1128, 1101]",1
"14,23",( parameter_declaration parameter_list_repeat1 ),"[1363, 1458, 1356]",2
"14,24",primitive_type,[624],1
"14,28",identifier,"[739, 720, 1118, 1598]",2
"14,32",", parameter_declaration","[1300, 1321, 1598]",1
"14,34",primitive_type,[649],1
"14,39",* _declarator,"[739, 720, 1118, 1748, 1601]",1
"14,40",identifier,"[788, 1443, 1393, 1748, 1601]",1
"14,44",[ ],"[1300, 1366, 1321, 1748, 1601]",8
"14,45",],[420],2
"14,46",),"[1297, 1300, 1366, 1321, 1748, 1601]",2
"14,47",;,"[1288, 1260, 1511, 1458, 1300, 1356]",4
"15,1",primitive_type,"[225, 43, 44, 1820]",2
"15,6",identifier,"[739, 796, 1128]",1
"15,19",( parameter_declaration ),"[1363, 1458, 1356]",3
"15,20",identifier,[624],2
"15,33",identifier,"[890, 720, 1118, 1598]",2
"15,40",),"[1300, 1321, 1598]",2
"15,41",;,"[1290, 1260, 1511, 1458, 1300, 1356]",4
"17,1",identifier,"[225, 43, 44, 1820]",5
"17,14",identifier,"[408, 796, 1128, 1101]",1
"17,21",;,"[1363, 1458, 1356]",5
"19,1",primitive_type,"[225, 43, 44, 1820]",2
"19,5",identifier,"[739, 796, 1128]",1
"19,9",( parameter_declaration parameter_list_repeat1 ),"[1363, 1458, 1356]",2
"19,10",primitive_type,[624],1
"19,14",identifier,"[739, 720, 1118, 1598]",2
"19,18",", parameter_declaration","[1300, 1321, 1598]",1
"19,20",primitive_type,[649],1
"19,25",* _declarator,"[739, 720, 1118, 1748, 1601]",1
"19,26",identifier,"[788, 1443, 1393, 1748, 1601]",1
"19,30",[ ],"[1300, 1366, 1321, 1748, 1601]",8
"19,31",],[420],2
"19,32",),"[1297, 1300, 1366, 1321, 1748, 1601]",2
"20,1",{ preproc_if_repeat1 },"[1288, 1260, 1511, 1458, 1300, 1356]",1
"21,3",if parenthesized_expression statement,[23],4
"21,6",( expression ),[1755],1
"21,7",! expression,[452],2
"21,8",identifier,[541],1
"21,22",( expression argument_list_repeat1 ),"[715, 691, 684, 1033]",7
"21,23",identifier,[451],1
"21,27",", expression","[715, 1018]",1
"21,29",identifier,[476],1
"21,33",),"[715, 1025, 1572]",1
"21,34",),"[698, 668, 837, 691, 684, 1033]",1
"22,3",{ preproc_if_repeat1 },"[653, 362]",1
"23,5",identifier,[27],1
"23,9",( expression ),"[405, 801, 1139, 1056]",5
"23,10",""" string_content ""","[988, 1256, 451]",3
"23,11","string_content """,[1531],1
"23,36","""",[1547],1
"23,37",),"[627, 663, 684, 1018]",2
"23,38",;,"[693, 668, 837, 1056]",1
"24,5",return expression ;,"[248, 244, 28]",7
"24,12",identifier,[475],1
"24,24",;,"[715, 1070]",1
"25,3",},"[199, 244, 31, 28]",1
"27,3",identifier,"[173, 244, 147, 25]",3
"27,16",( expression ),"[405, 801, 1139, 1056]",5
"27,17",identifier,"[988, 1256, 451]",1
"27,24",),"[754, 1077, 1813, 1300, 1442, 715, 1018]",2
"27,25",;,"[761, 770, 801, 1139, 1301, 1363, 1455, 1361, 693, 668, 837, 1056]",1
"29,3",return expression ;,"[248, 244, 31, 25, 310, 220]",6
"29,10",identifier,[475],1
"29,22",;,"[715, 1070]",1
"30,1",},"[199, 244, 31, 25]",1
"32,1",identifier,"[87, 339, 43, 44, 1820]",5
"32,9",identifier,"[408, 796, 1128, 1101]",1
"32,23",( parameter_declaration parameter_list_repeat1 ),"[1363, 1458, 1356]",2
"32,24",primitive_type,[624],1
"32,28",identifier,"[739, 720, 1118, 1598]",2
"32,32",", parameter_declaration","[1300, 1321, 1598]",1
"32,34",primitive_type,[649],1
"32,39",* _declarator,"[739, 720, 1118, 1748, 1601]",1
"32,40",identifier,"[788, 1443, 1393, 1748, 1601]",1
"32,44",[ ],"[1300, 1366, 1321, 1748, 1601]",8
"32,45",],[420],2
"32,46",),"[1297, 1300, 1366, 1321, 1748, 1601]",2
"33,1",{ preproc_if_repeat1 },"[1288, 1260, 1511, 1458, 1300, 1356]",1
"34,3",if parenthesized_expression statement else_clause,[23],8
"34,6",( expression ),[1755],1
"34,7",identifier,[452],1
"34,13",( expression argument_list_repeat1 ),"[715, 1033]",7
"34,14",identifier,[451],1
"34,18",[ expression ],"[715, 1018]",5
"34,19",number_literal,[528],2
"34,20",],"[684, 1090]",1
"34,21",", expression","[681, 837, 1018]",1
"34,23",""" string_content """,[476],3
"34,24","string_content """,[1531],1
"34,29","""",[1547],1
"34,30",),"[627, 663, 684, 1025, 1572]",1
"34,32",== expression,"[698, 668, 837, 1033]",3
"34,35",number_literal,[618],2
"34,36",),"[684, 960, 1033]",1
"35,3",{ preproc_if_repeat1 },"[653, 362]",1
"36,5",identifier = expression,[27],2
"36,13",= expression,"[405, 801, 1139, 1056]",2
"36,15",identifier,[559],1
"36,22",;,"[715, 982, 684, 1056]",1
"37,5",return expression ;,"[248, 244, 28]",7
"37,12",true,[475],7
"37,16",;,"[684, 1070]",1
"38,3",},"[199, 244, 31, 28]",1
"39,3",else statement,"[173, 244, 147, 25]",1
"39,8",if parenthesized_expression statement,[373],4
"39,11",( expression ),[1755],1
"39,12",identifier,[452],1
"39,18",( expression argument_list_repeat1 ),"[715, 1033]",7
"39,19",identifier,[451],1
"39,23",[ expression ],"[715, 1018]",5
"39,24",number_literal,[528],2
"39,25",],"[684, 1090]",1
"39,26",", expression","[681, 837, 1018]",1
"39,28",""" string_content """,[476],3
"39,29","string_content """,[1531],1
"39,34","""",[1547],1
"39,35",),"[627, 663, 684, 1025, 1572]",1
"39,37",== expression,"[698, 668, 837, 1033]",3
"39,40",number_literal,[618],2
"39,41",),"[684, 960, 1033]",1
"40,3",{ preproc_if_repeat1 },"[653, 362]",1
"41,5",identifier = expression,[27],2
"41,13",= expression,"[405, 801, 1139, 1056]",2
"41,15",identifier,[559],1
"41,22",;,"[715, 982, 684, 1056]",1
"42,5",return expression ;,"[248, 244, 28]",7
"42,12",true,[475],7
"42,16",;,"[684, 1070]",1
"43,3",},"[199, 244, 31, 28]",1
"45,3",return expression ;,"[173, 244, 147, 234, 224, 25]",6
"45,10",false,[475],5
"45,15",;,"[684, 1070]",1
"46,1",},"[199, 244, 31, 25]",1
"48,1",primitive_type,"[87, 339, 43, 44, 1820]",2
"48,6",identifier,"[739, 796, 1128]",1
"48,19",( parameter_declaration ),"[1363, 1458, 1356]",3
"48,20",identifier,[624],2
"48,33",identifier,"[890, 720, 1118, 1598]",2
"48,40",),"[1300, 1321, 1598]",2
"49,1",{ preproc_if_repeat1 },"[1290, 1260, 1511, 1458, 1300, 1356]",1
"50,3",primitive_type,[23],2
"50,7",identifier,"[739, 801, 1139]",1
"50,8",;,"[1363, 1455, 1361]",1
"51,3",while parenthesized_expression statement,"[220, 25]",13
"51,9",( expression ),[1757],1
"51,10",( expression ),[452],4
"51,11",identifier = expression,[378],5
"51,13",= expression,"[527, 1031, 1077, 1856]",12
"51,15",identifier,[559],1
"51,19",( expression ),"[715, 982, 684, 1031]",5
"51,20",identifier,[451],1
"51,25",),"[715, 1018]",2
"51,26",),"[693, 668, 837, 982, 684, 1031]",2
"51,28",!= expression,"[664, 837, 1033]",6
"51,31",identifier,[618],1
"51,34",),"[715, 960, 684, 1033]",1
"52,3",{ statement },"[653, 366]",8
"53,5",identifier,[27],1
"53,9",( expression argument_list_repeat1 ),"[405, 801, 1139, 1056]",3
"53,10",identifier,"[988, 1256, 451]",1
"53,17",( expression ),"[754, 1077, 1813, 1300, 1442, 715, 1018]",4
"53,18",identifier,"[988, 623, 451, 423]",1
"53,19",),"[754, 1077, 1813, 720, 1118, 1598, 715, 1018]",2
"53,20",", expression","[761, 770, 1077, 1813, 693, 668, 837, 1018, 1290, 1254, 1300, 1442, 1452, 1443, 1474]",1
