Location,Ground_Truth,State_List,Rank
"1,1",#include system_lib_string preproc_include_token2,"[1, 1820]",1
"1,10",system_lib_string preproc_include_token2,[1392],1
"1,19",preproc_include_token2,[1816],1
"2,1",#include system_lib_string preproc_include_token2,"[361, 44, 1820]",3
"2,10",system_lib_string preproc_include_token2,[1392],1
"2,20",preproc_include_token2,[1816],1
"3,1",#include system_lib_string preproc_include_token2,"[361, 43, 44, 1820]",3
"3,10",system_lib_string preproc_include_token2,[1392],1
"3,20",preproc_include_token2,[1816],1
"4,1",#include system_lib_string preproc_include_token2,"[361, 43, 44, 1820]",3
"4,10",system_lib_string preproc_include_token2,[1392],1
"4,19",preproc_include_token2,[1816],1
"6,1",#define identifier preproc_arg preproc_include_token2,"[361, 43, 44, 1820]",5
"6,9",identifier preproc_arg preproc_include_token2,[1879],1
"6,22",preproc_arg preproc_include_token2,[1528],1
"6,24",preproc_include_token2,[1877],1
"7,1",#define identifier preproc_arg preproc_include_token2,"[341, 43, 44, 1820]",5
"7,9",identifier preproc_arg preproc_include_token2,[1879],1
"7,16",preproc_arg preproc_include_token2,[1528],1
"7,18",preproc_include_token2,[1877],1
"9,1",typedef _type_definition_type _type_definition_declarators ;,"[341, 43, 44, 1820]",18
"9,9",enum enumerator_list,[993],0
"10,1",{ enumerator_list_repeat1 enumerator },[1666],0
"11,3",identifier,[1296],1
"11,8",",","[1640, 1718]",2
"12,3",identifier,"[1485, 1308]",1
"13,1",},"[1640, 1734]",2
"13,3",identifier,"[771, 1050, 770, 1115, 1265]",1
"13,10",;,"[1417, 1338, 1503]",1
"15,1",identifier,"[247, 43, 44, 1820]",7
"15,9",identifier,"[408, 796, 1128, 1101]",1
"15,23",( parameter_declaration parameter_list_repeat1 ),"[1363, 1458, 1356]",2
"15,24",primitive_type,[624],1
"15,28",identifier,"[739, 720, 1118, 1598]",2
"15,32",", parameter_declaration","[1300, 1321, 1598]",1
"15,34",primitive_type,[649],1
"15,39",* _declarator,"[739, 720, 1118, 1748, 1601]",1
"15,40",identifier,"[788, 1443, 1393, 1748, 1601]",1
"15,44",[ ],"[1300, 1366, 1321, 1748, 1601]",4
"15,45",],[420],3
"15,46",),"[1297, 1300, 1366, 1321, 1748, 1601]",1
"15,47",;,"[1288, 1260, 1511, 1458, 1300, 1356]",4
"16,1",primitive_type,"[225, 43, 44, 1820]",2
"16,5",identifier,"[739, 796, 1128]",1
"16,13",( parameter_declaration ),"[1363, 1458, 1356]",3
"16,14",primitive_type,[624],1
"16,18",identifier,"[739, 720, 1118, 1598]",2
"16,19",),"[1300, 1321, 1598]",2
"16,20",;,"[1290, 1260, 1511, 1458, 1300, 1356]",4
"18,1",identifier,"[225, 43, 44, 1820]",7
"18,9",identifier,"[408, 796, 1128, 1101]",1
"18,15",= expression,"[1363, 1458, 1356]",6
"18,17",true,[459],13
"18,21",;,"[684, 1032, 1606]",4
"20,1",primitive_type,"[226, 43, 44, 1820]",2
"20,5",identifier,"[739, 796, 1128]",1
"20,9",( parameter_declaration parameter_list_repeat1 ),"[1363, 1458, 1356]",2
"20,10",primitive_type,[624],1
"20,14",identifier,"[739, 720, 1118, 1598]",2
"20,18",", parameter_declaration","[1300, 1321, 1598]",1
"20,20",primitive_type,[649],1
"20,25",* _declarator,"[739, 720, 1118, 1748, 1601]",1
"20,26",identifier,"[788, 1443, 1393, 1748, 1601]",1
"20,30",[ ],"[1300, 1366, 1321, 1748, 1601]",4
"20,31",],[420],3
"20,32",),"[1297, 1300, 1366, 1321, 1748, 1601]",1
"21,1",{ preproc_if_repeat1 },"[1288, 1260, 1511, 1458, 1300, 1356]",1
"22,3",if parenthesized_expression statement,[23],3
"22,6",( expression ),[1755],1
"22,7",! expression,[452],2
"22,8",identifier,[541],1
"22,22",( expression argument_list_repeat1 ),"[715, 691, 684, 1033]",8
"22,23",identifier,[451],1
"22,27",", expression","[715, 1018]",2
"22,29",identifier,[476],1
"22,33",),"[715, 1025, 1572]",1
"22,34",),"[698, 668, 837, 691, 684, 1033]",1
"23,3",{ preproc_if_repeat1 },"[653, 362]",1
"24,5",identifier,[27],2
"24,9",( expression ),"[405, 801, 1139, 1056]",6
"24,10",""" string_content ""","[988, 1256, 451]",3
"24,11","string_content """,[1531],1
"24,36","""",[1547],1
"24,37",),"[627, 663, 684, 1018]",1
"24,38",;,"[693, 668, 837, 1056]",1
"25,5",return expression ;,"[248, 244, 28]",7
"25,12",identifier,[475],1
"25,24",;,"[715, 1070]",1
"26,3",},"[199, 244, 31, 28]",1
"28,3",primitive_type,"[173, 244, 147, 25]",7
"28,7",identifier,"[739, 801, 1139]",1
"28,8",;,"[1363, 1455, 1361]",1
"29,3",primitive_type,"[220, 31, 25]",6
"29,10",identifier,"[739, 801, 1139]",1
"29,18",= expression,"[1363, 1455, 1361]",2
"29,20",number_literal,[459],2
"29,21",;,"[684, 1032, 1592]",1
"30,3",while parenthesized_expression statement,"[221, 31, 25]",9
"30,9",( expression ),[1757],1
"30,10",( expression ),[452],3
"30,11",identifier = expression,[378],5
"30,13",= expression,"[527, 1031, 1077, 1856]",12
"30,15",identifier,[559],1
"30,19",( expression ),"[715, 982, 684, 1031]",4
"30,20",identifier,[451],1
"30,25",),"[715, 1018]",1
"30,26",),"[693, 668, 837, 982, 684, 1031]",1
"30,28",!= expression,"[664, 837, 1033]",5
"30,31",identifier,[618],1
"30,34",),"[715, 960, 684, 1033]",1
"31,3",{ preproc_if_repeat1 },"[653, 366]",1
"32,5",if parenthesized_expression statement else_clause,[27],6
"32,8",( expression ),[1755],1
"32,9",identifier,[452],1
"32,17",( expression ),"[715, 1033]",9
"32,18",identifier,[451],1
"32,19",),"[715, 1018]",1
"32,20",),"[693, 668, 837, 1033]",1
"33,5",{ preproc_if_repeat1 },"[653, 362]",1
"34,7",if parenthesized_expression statement,[27],3
"34,10",( expression ),[1755],1
"34,11",identifier,[452],1
"34,13",== expression,"[715, 1033]",2
"34,16",' escape_sequence ',[618],5
"34,17",escape_sequence ',[1618],2
"34,19",',[1562],1
"34,20",),"[690, 684, 960, 1033]",1
"35,7",{ statement },"[653, 362]",5
"36,9",identifier = expression,[27],1
"36,11",= expression,"[405, 801, 1139, 1056]",2
"36,13",' character ',[559],5
"36,14",character ',[1618],1
"36,15",',[1562],1
"36,16",;,"[690, 684, 982, 1056]",1
"37,7",},"[248, 244, 28]",1
"39,7",identifier,"[173, 244, 147, 28]",5
"39,11",( expression argument_list_repeat1 ),"[405, 801, 1139, 1056]",4
"39,12",identifier,"[988, 1256, 451]",1
"39,13",", expression","[754, 1077, 1813, 1300, 1442, 715, 1018]",2
"39,15",identifier,[476],1
"39,21",),"[715, 1025, 1572]",1
"39,22",;,"[698, 668, 837, 1056]",1
"40,7",++ expression,"[248, 244, 31, 28]",0
"40,9",identifier,[540],1
"40,16",;,"[715, 701, 684, 1056]",1
"41,5",},"[248, 244, 31, 28]",1
"42,5",else statement,"[173, 244, 147, 28]",3
"43,5",{ statement },[373],6
"44,7",if parenthesized_expression statement else_clause,[27],6
"44,10",( expression ),[1755],1
"44,11",identifier,[452],1
"44,16",),"[715, 1033]",1
"45,7",{ statement },"[653, 362]",5
"46,9",identifier += expression,[27],15
"46,17",+= expression,"[405, 801, 1139, 1056]",12
"46,20",identifier,[559],1
"46,26",( expression argument_list_repeat1 ),"[715, 982, 684, 1056]",2
"46,27",""" string_literal_repeat1 """,[451],5
"46,28",escape_sequence string_content,[1531],3
"46,30",string_content,[1547],3
"46,32","""","[1554, 1547]",1
"46,33",", expression","[627, 663, 684, 1018]",2
"46,35",identifier,[476],1
"46,36",),"[715, 1025, 1572]",1
"46,38",- expression,"[698, 668, 837, 982, 684, 1056]",11
"46,40",number_literal,[533],2
"46,41",;,"[684, 975, 982, 1056]",1
"47,7",},"[248, 244, 28]",1
"48,7",else statement,"[173, 244, 147, 28]",3
"49,7",{ statement },[373],6
"50,9",identifier += expression,[27],15
"50,17",+= expression,"[405, 801, 1139, 1056]",12
"50,20",identifier,[559],1
"50,26",( expression argument_list_repeat1 ),"[715, 982, 684, 1056]",2
"50,27",""" string_literal_repeat1 """,[451],5
"50,28",escape_sequence string_content,[1531],3
"50,30",string_content,[1547],3
"50,32","""","[1554, 1547]",1
"50,33",", expression","[627, 663, 684, 1018]",2
"50,35",identifier,[476],1
"50,36",),"[715, 1025, 1572]",1
"50,38",- expression,"[698, 668, 837, 982, 684, 1056]",11
"50,40",number_literal,[533],2
"50,41",;,"[684, 975, 982, 1056]",1
"51,7",},"[248, 244, 28]",1
"52,5",},"[173, 244, 234, 224, 28]",1
"54,5",if parenthesized_expression statement,"[173, 244, 234, 224, 28]",3
"54,8",( expression ),[1755],1
"54,9",identifier,[452],1
"54,17",>= expression,"[715, 1033]",14
"54,20",identifier,[506],1
"54,33",- expression,"[715, 985, 684, 1033]",18
"54,35",identifier,[533],1
"54,41",),"[715, 975, 684, 985, 1033]",1
"55,5",{ statement },"[653, 362]",5
"56,7",if parenthesized_expression statement,[27],3
"56,10",( expression ),[1755],1
"56,11",identifier,[452],1
"56,18",( expression ),"[715, 1033]",9
"56,19",identifier,[451],1
"56,20",),"[715, 1018]",1
"56,21",),"[693, 668, 837, 1033]",1
"57,7",{ preproc_if_repeat1 },"[653, 362]",1
"58,9",identifier = expression,[27],1
"58,17",= expression,"[405, 801, 1139, 1056]",2
"58,19",number_literal,[559],2
"58,20",;,"[684, 982, 1056]",1
"59,9",identifier,"[248, 244, 28]",4
