Location,Ground_Truth,State_List,Rank
"1,1",#include system_lib_string preproc_include_token2,"[1, 1820]",1
"1,10",system_lib_string preproc_include_token2,[1392],1
"1,19",preproc_include_token2,[1816],1
"3,1",primitive_type,"[361, 44, 1820]",2
"3,6",identifier,"[739, 796, 1128]",1
"3,16",( parameter_declaration parameter_list_repeat1 ),"[1363, 1458, 1356]",2
"3,17",primitive_type,[624],1
"3,22",* _declarator,"[739, 720, 1118, 1598]",1
"3,23",identifier,"[788, 1443, 1393, 1598]",1
"3,24",", parameter_declaration","[1300, 1366, 1321, 1598]",1
"3,26",primitive_type,[649],1
"3,31",* _declarator,"[739, 720, 1118, 1748, 1601]",1
"3,32",identifier,"[788, 1443, 1393, 1748, 1601]",1
"3,33",),"[1300, 1366, 1321, 1748, 1601]",2
"3,34",;,"[1288, 1260, 1511, 1458, 1300, 1356]",4
"5,1",primitive_type,"[225, 43, 44, 1820]",2
"5,5",identifier,"[739, 796, 1128]",1
"5,9",( parameter_declaration ),"[1363, 1458, 1356]",3
"5,10",primitive_type,[624],1
"5,14",),"[739, 720, 1118, 1598]",4
"6,1",{ preproc_if_repeat1 },"[1290, 1260, 1511, 1458, 1300, 1356]",1
"7,3",primitive_type,[23],2
"7,8",identifier,"[739, 801, 1139]",1
"7,9",[ expression ],"[1363, 1455, 1361]",5
"7,10",number_literal,[420],1
"7,13",],"[684, 1071]",2
"7,15",= expression,"[1303, 1363, 1455, 1361]",2
"7,17",""" string_content """,[459],7
"7,18","string_content """,[1531],1
"7,42","""",[1547],1
"7,43",;,"[627, 663, 684, 1032, 1592]",1
"8,3",primitive_type,"[221, 25]",6
"8,8",identifier,"[739, 801, 1139]",1
"8,9",[ ],"[1363, 1455, 1361]",14
"8,10",],[420],2
"8,12",= expression,"[1297, 1363, 1455, 1361]",2
"8,14",""" string_content """,[459],7
"8,15","string_content """,[1531],1
"8,36","""",[1547],1
"8,37",;,"[627, 663, 684, 1032, 1592]",1
"10,3",identifier,"[221, 31, 25]",3
"10,13",( expression argument_list_repeat1 ),"[405, 801, 1139, 1056]",3
"10,14",identifier,"[988, 1256, 451]",1
"10,15",", expression","[754, 1077, 1813, 1300, 1442, 715, 1018]",1
"10,17",identifier,[476],1
"10,18",),"[715, 1025, 1572]",1
"10,19",;,"[698, 668, 837, 1056]",1
"12,3",identifier,"[248, 244, 31, 25]",1
"12,7",( expression ),"[405, 801, 1139, 1056]",5
"12,8",identifier,"[988, 1256, 451]",1
"12,9",),"[754, 1077, 1813, 1300, 1442, 715, 1018]",2
"12,10",;,"[761, 770, 801, 1139, 1301, 1363, 1455, 1361, 693, 668, 837, 1056]",1
"14,3",return expression ;,"[248, 244, 31, 25, 310, 220]",6
"14,10",number_literal,[475],2
"14,11",;,"[684, 1070]",1
"15,1",},"[199, 244, 31, 25]",1
"16,1",function_definition,"[87, 339, 43, 44, 1820]",6
"18,1",primitive_type,"[87, 339, 43, 44, 1820]",2
"18,6",identifier,"[739, 796, 1128]",1
"18,16",( parameter_declaration parameter_list_repeat1 ),"[1363, 1458, 1356]",2
"18,17",primitive_type,[624],1
"18,22",* _declarator,"[739, 720, 1118, 1598]",1
"18,23",identifier,"[788, 1443, 1393, 1598]",1
"18,24",", parameter_declaration","[1300, 1366, 1321, 1598]",1
"18,26",primitive_type,[649],1
"18,31",* _declarator,"[739, 720, 1118, 1748, 1601]",1
"18,32",identifier,"[788, 1443, 1393, 1748, 1601]",1
"18,33",),"[1300, 1366, 1321, 1748, 1601]",2
"19,1",{ preproc_if_repeat1 },"[1288, 1260, 1511, 1458, 1300, 1356]",1
"20,3",preproc_if_repeat1 },[23],9
"21,3",while parenthesized_expression statement,[23],14
"21,9",( expression ),[1757],1
"21,10",( expression ),[452],4
"21,11",* expression,[378],3
"21,12",++ expression,[555],4
"21,14",identifier,[557],1
"21,15",),"[625, 701, 684, 692, 837, 1031]",2
"21,17",!= expression,"[664, 837, 1033]",6
"21,20",' escape_sequence ',[618],5
"21,21",escape_sequence ',[1618],2
"21,23",',[1562],1
"21,24",),"[690, 684, 960, 1033]",1
"22,5",;,"[653, 366]",2
"24,2",statement,"[245, 244, 198, 25]",11
"25,3",while parenthesized_expression statement,"[245, 244, 198, 25]",10
"25,9",( expression ),[1757],1
"25,10",( expression ),[452],4
"25,11",* expression,[378],3
"25,12",identifier,[555],1
"25,13",++,"[625, 692, 837, 1031]",4
"25,16",= expression,"[667, 684, 692, 837, 1031]",1
"25,18",* expression,[559],6
"25,19",identifier,[555],1
"25,20",++,"[625, 692, 837, 982, 684, 1031]",11
"25,22",),"[667, 684, 692, 837, 982, 1031]",2
"25,24",!= expression,"[664, 837, 1033]",6
"25,27",' escape_sequence ',[618],5
"25,28",escape_sequence ',[1618],2
"25,30",',[1562],1
"25,31",),"[690, 684, 960, 1033]",1
"26,5",;,"[653, 366]",2
"27,1",},"[245, 244, 198, 31, 25]",1
