Location,Ground_Truth,State_List,Rank
"1,1",#include system_lib_string preproc_include_token2,"[1, 1820]",1
"1,10",system_lib_string preproc_include_token2,[1392],1
"1,19",preproc_include_token2,[1816],1
"2,1",#include system_lib_string preproc_include_token2,"[361, 44, 1820]",3
"2,10",system_lib_string preproc_include_token2,[1392],1
"2,20",preproc_include_token2,[1816],1
"3,1",#include system_lib_string preproc_include_token2,"[361, 43, 44, 1820]",3
"3,10",system_lib_string preproc_include_token2,[1392],1
"3,20",preproc_include_token2,[1816],1
"4,1",#include system_lib_string preproc_include_token2,"[361, 43, 44, 1820]",3
"4,10",system_lib_string preproc_include_token2,[1392],1
"4,20",preproc_include_token2,[1816],1
"5,1",#include system_lib_string preproc_include_token2,"[361, 43, 44, 1820]",3
"5,10",system_lib_string preproc_include_token2,[1392],1
"5,19",preproc_include_token2,[1816],1
"7,1",#define identifier preproc_arg preproc_include_token2,"[361, 43, 44, 1820]",6
"7,9",identifier preproc_arg preproc_include_token2,[1879],1
"7,21",preproc_arg preproc_include_token2,[1528],1
"7,25",preproc_include_token2,[1877],1
"9,1",primitive_type,"[341, 43, 44, 1820]",2
"9,6",identifier,"[739, 796, 1128]",1
"9,11",( parameter_declaration parameter_list_repeat1 ),"[1363, 1458, 1356]",2
"9,12",primitive_type,[624],1
"9,17",* _declarator,"[739, 720, 1118, 1598]",1
"9,18",identifier,"[788, 1443, 1393, 1598]",1
"9,24",", variadic_parameter","[1300, 1366, 1321, 1598]",9
"9,26",...,[649],5
"9,29",),"[1732, 1748, 1601]",1
"9,30",;,"[1288, 1260, 1511, 1458, 1300, 1356]",4
"10,1",primitive_type,"[225, 43, 44, 1820]",2
"10,6",identifier,"[739, 796, 1128]",1
"10,15",( parameter_declaration parameter_list_repeat1 ),"[1363, 1458, 1356]",2
"10,16",primitive_type,[624],1
"10,20",identifier,"[739, 720, 1118, 1598]",2
"10,24",", parameter_declaration","[1300, 1321, 1598]",1
"10,26",primitive_type,[649],1
"10,30",identifier,"[739, 720, 1118, 1748, 1601]",2
"10,32",),"[1300, 1321, 1748, 1601]",2
"10,33",;,"[1288, 1260, 1511, 1458, 1300, 1356]",4
"12,1",primitive_type,"[225, 43, 44, 1820]",2
"12,5",identifier,"[739, 796, 1128]",1
"12,9",( parameter_declaration parameter_list_repeat1 ),"[1363, 1458, 1356]",2
"12,10",primitive_type,[624],1
"12,14",identifier,"[739, 720, 1118, 1598]",2
"12,18",", parameter_declaration","[1300, 1321, 1598]",1
"12,20",primitive_type,[649],1
"12,25",* _declarator,"[739, 720, 1118, 1748, 1601]",1
"12,26",identifier,"[788, 1443, 1393, 1748, 1601]",1
"12,30",[ ],"[1300, 1366, 1321, 1748, 1601]",8
"12,31",],[420],2
"12,32",),"[1297, 1300, 1366, 1321, 1748, 1601]",2
"13,1",{ preproc_if_repeat1 },"[1288, 1260, 1511, 1458, 1300, 1356]",1
"14,3",if parenthesized_expression statement else_clause,[23],8
"14,6",( expression ),[1755],1
"14,7",identifier,[452],1
"14,12",== expression,"[715, 1033]",2
"14,15",number_literal,[618],2
"14,16",),"[684, 960, 1033]",1
"15,3",{ statement },"[653, 362]",5
"16,5",identifier,[27],1
"16,14",( expression argument_list_repeat1 ),"[405, 801, 1139, 1056]",3
"16,15",number_literal,"[988, 1256, 451]",6
"16,16",", expression","[684, 1018]",1
"16,18",number_literal,[476],2
"16,19",),"[684, 1025, 1572]",1
"16,20",;,"[698, 668, 837, 1056]",1
"17,3",},"[248, 244, 28]",1
"18,3",else statement,"[173, 244, 147, 25]",1
"19,3",{ statement },[373],6
"20,5",for ( _for_statement_body ) statement,[27],13
"20,9",( _for_statement_body ) statement,[1970],1
"20,10",primitive_type,[78],11
"20,14",identifier,"[739, 720, 1151]",1
"20,25",= expression,"[1363, 1465, 1457]",5
"20,27",number_literal,[459],2
"20,28",;,"[684, 1032, 1605]",0
"20,30",identifier,"[915, 455]",1
"20,41",< expression,"[715, 1048]",0
"20,43",identifier,[506],1
"20,47",; expression,"[715, 985, 684, 1048]",0
"20,49",++ expression,"[461, 1922]",0
"20,51",identifier,[540],1
"20,61",) statement,"[715, 701, 684, 1038, 1922]",3
"21,5",{ preproc_if_repeat1 },[333],1
"22,7",primitive_type,[27],4
"22,11",identifier,"[739, 801, 1139]",1
"22,26",;,"[1363, 1455, 1361]",1
"23,7",if parenthesized_expression statement,"[220, 28]",2
"23,10",( expression ),[1755],1
"23,11",( expression ),[452],4
"23,12",identifier = expression,[378],5
"23,28",= expression,"[527, 1031, 1077, 1856]",12
"23,30",identifier,[559],1
"23,34",( expression argument_list_repeat1 ),"[715, 982, 684, 1031]",3
"23,35",identifier,[451],1
"23,39",[ expression ],"[715, 1018]",5
"23,40",identifier,[528],1
"23,50",],"[827, 1090]",1
"23,51",", expression","[681, 837, 1018]",1
"23,53",identifier,[476],1
"23,61",", expression","[715, 1025, 1572]",2
"23,63",number_literal,[476],2
"23,64",),"[684, 1025, 1668, 1572]",1
"23,65",),"[698, 668, 837, 982, 684, 1031]",2
"23,67",== expression,"[664, 837, 1033]",3
"23,70",number_literal,[618],2
"23,72",),"[684, 960, 1033]",1
"24,7",{ preproc_if_repeat1 },"[653, 362]",1
"25,9",identifier,[27],1
"25,14",( expression argument_list_repeat1 ),"[405, 801, 1139, 1056]",3
"25,15",""" string_content ""","[988, 1256, 451]",3
"25,16","string_content """,[1531],1
"25,50","""",[1547],1
"25,51",", expression","[627, 663, 684, 1018]",1
"25,53",identifier,[476],1
"25,57",[ expression ],"[715, 1025, 1572]",8
"25,58",identifier,[528],1
"25,68",],"[827, 1090]",1
"25,69",),"[681, 837, 1025, 1572]",1
"25,70",;,"[698, 668, 837, 1056]",1
"26,9",identifier,"[248, 244, 28]",2
"26,13",( expression ),"[405, 801, 1139, 1056]",5
"26,14",identifier,"[988, 1256, 451]",1
"26,26",),"[754, 1077, 1813, 1300, 1442, 715, 1018]",2
"26,27",;,"[761, 770, 801, 1139, 1301, 1363, 1455, 1361, 693, 668, 837, 1056]",1
"27,7",},"[248, 244, 31, 28, 310, 220]",1
"29,7",identifier,"[173, 244, 147, 31, 28]",3
"29,16",( expression argument_list_repeat1 ),"[405, 801, 1139, 1056]",3
"29,17",identifier,"[988, 1256, 451]",1
"29,32",", expression","[754, 1077, 1813, 1300, 1442, 715, 1018]",1
"29,34",number_literal,[476],2
"29,35",),"[684, 1025, 1572]",1
"29,36",;,"[698, 668, 837, 1056]",1
"30,5",},"[248, 244, 31, 28]",1
"31,3",},"[173, 244, 236, 28]",1
"33,3",identifier,"[173, 244, 234, 224, 25]",2
"33,7",( expression ),"[405, 801, 1139, 1056]",5
"33,8",identifier,"[988, 1256, 451]",1
"33,20",),"[754, 1077, 1813, 1300, 1442, 715, 1018]",2
"33,21",;,"[761, 770, 801, 1139, 1301, 1363, 1455, 1361, 693, 668, 837, 1056]",1
"34,1",},"[248, 244, 31, 25, 310, 220]",4
"36,1",primitive_type,"[87, 339, 43, 44, 1820]",2
"36,6",identifier,"[739, 796, 1128]",1
"36,15",( parameter_declaration parameter_list_repeat1 ),"[1363, 1458, 1356]",2
"36,16",primitive_type,[624],1
"36,20",identifier,"[739, 720, 1118, 1598]",2
"36,24",", parameter_declaration","[1300, 1321, 1598]",1
"36,26",primitive_type,[649],1
"36,30",identifier,"[739, 720, 1118, 1748, 1601]",2
"36,32",),"[1300, 1321, 1748, 1601]",2
"37,1",{ preproc_if_repeat1 },"[1288, 1260, 1511, 1458, 1300, 1356]",1
"38,3",primitive_type,[23],2
"38,8",identifier,"[739, 801, 1139]",1
"38,14",[ expression ],"[1363, 1455, 1361]",5
"38,15",identifier,[420],3
"38,26",],"[827, 1071]",1
"38,27",;,"[1303, 1363, 1455, 1361]",1
"40,3",primitive_type,"[220, 25]",6
"40,7",identifier,"[739, 801, 1139]",1
"40,8",;,"[1363, 1455, 1361]",1
"41,3",while parenthesized_expression statement,"[220, 31, 25]",13
"41,9",( expression ),[1757],1
"41,10",( expression ),[452],4
"41,11",identifier = expression,[378],5
"41,13",= expression,"[527, 1031, 1077, 1856]",12
"41,15",identifier,[559],1
"41,19",( expression argument_list_repeat1 ),"[715, 982, 684, 1031]",3
"41,20",identifier,[451],1
"41,24",", expression","[715, 1018]",1
"41,26",identifier,[476],1
"41,32",", expression","[715, 1025, 1572]",2
"41,34",identifier,[476],1
"41,45",),"[715, 1025, 1668, 1572]",1
"41,46",),"[698, 668, 837, 982, 684, 1031]",2
"41,48",> expression,"[664, 837, 1033]",9
"41,50",number_literal,[506],2
"41,51",),"[684, 985, 1033]",1
"42,3",{ statement },"[653, 366]",8
"43,5",identifier,[27],1
"43,10",( expression argument_list_repeat1 ),"[405, 801, 1139, 1056]",3
"43,11",identifier,"[988, 1256, 451]",1
"43,13",", expression","[754, 1077, 1813, 1300, 1442, 715, 1018]",1
"43,15",identifier,[476],1
"43,21",", expression","[715, 1025, 1572]",2
"43,23",identifier,[476],1
"43,24",),"[715, 1025, 1668, 1572]",1
"43,25",;,"[698, 668, 837, 1056]",1
"44,3",},"[248, 244, 28]",1
"45,1",},"[173, 244, 198, 31, 25]",1
"47,1",primitive_type,"[87, 339, 43, 44, 1820]",2
"47,6",identifier,"[739, 796, 1128]",1
"47,11",( parameter_declaration parameter_list_repeat1 ),"[1363, 1458, 1356]",2
"47,12",primitive_type,[624],1
"47,17",* _declarator,"[739, 720, 1118, 1598]",1
"47,18",identifier,"[788, 1443, 1393, 1598]",1
