Location,Ground_Truth,State_List,Rank
"1,1",#include system_lib_string preproc_include_token2,"[1, 1820]",1
"1,10",system_lib_string preproc_include_token2,[1392],1
"1,19",preproc_include_token2,[1816],1
"2,1",#include system_lib_string preproc_include_token2,"[361, 44, 1820]",3
"2,10",system_lib_string preproc_include_token2,[1392],1
"2,20",preproc_include_token2,[1816],1
"3,1",#include system_lib_string preproc_include_token2,"[361, 43, 44, 1820]",3
"3,10",system_lib_string preproc_include_token2,[1392],1
"3,20",preproc_include_token2,[1816],1
"4,1",#include system_lib_string preproc_include_token2,"[361, 43, 44, 1820]",3
"4,10",system_lib_string preproc_include_token2,[1392],1
"4,19",preproc_include_token2,[1816],1
"6,1",#define identifier preproc_arg preproc_include_token2,"[361, 43, 44, 1820]",5
"6,9",identifier preproc_arg preproc_include_token2,[1879],1
"6,22",preproc_arg preproc_include_token2,[1528],1
"6,25",preproc_include_token2,[1877],1
"7,1",#define identifier preproc_arg preproc_include_token2,"[341, 43, 44, 1820]",5
"7,9",identifier preproc_arg preproc_include_token2,[1879],1
"7,20",preproc_arg preproc_include_token2,[1528],1
"7,54",preproc_include_token2,[1877],1
"9,1",struct identifier field_declaration_list,"[341, 43, 44, 1820]",8
"9,8",identifier field_declaration_list,[1408],2
"10,1",{ preproc_if_in_field_declaration_list_repeat1 },"[703, 770, 796, 1128]",4
"11,3",primitive_type,[447],2
"11,8",* _field_declarator,"[739, 720, 1275]",3
"11,9",identifier,[953],1
"11,13",;,"[1378, 1318, 1382, 1304, 1536]",1
"12,3",primitive_type,"[880, 450]",1
"12,7",identifier,"[739, 720, 1275]",2
"12,12",;,"[1378, 1304, 1536]",1
"13,1",},"[880, 445, 450]",2
"13,2",;,"[774, 728, 770, 796, 1128]",3
"15,1",primitive_type,"[330, 43, 44, 1820]",2
"15,6",identifier,"[739, 796, 1128]",1
"15,17",( ),"[1363, 1458, 1356]",13
"15,18",),[624],5
"15,19",;,"[821, 1260, 1511, 1458, 1300, 1356, 940, 651]",4
"16,1",primitive_type,"[225, 43, 44, 1820]",2
"16,6",identifier,"[739, 796, 1128]",1
"16,19",( ),"[1363, 1458, 1356]",13
"16,20",),[624],5
"16,21",;,"[821, 1260, 1511, 1458, 1300, 1356, 940, 651]",4
"17,1",primitive_type,"[225, 43, 44, 1820]",2
"17,6",identifier,"[739, 796, 1128]",1
"17,24",( parameter_declaration parameter_list_repeat1 ),"[1363, 1458, 1356]",2
"17,25",primitive_type,[624],1
"17,30",identifier,"[739, 720, 1118, 1598]",2
"17,35",", parameter_declaration","[1300, 1321, 1598]",1
"17,37",primitive_type,[649],1
"17,42",identifier,"[739, 720, 1118, 1748, 1601]",2
"17,45",),"[1300, 1321, 1748, 1601]",1
"17,46",;,"[1288, 1260, 1511, 1458, 1300, 1356]",4
"18,1",primitive_type,"[225, 43, 44, 1820]",2
"18,6",identifier,"[739, 796, 1128]",1
"18,23",( ),"[1363, 1458, 1356]",13
"18,24",),[624],5
"18,25",;,"[821, 1260, 1511, 1458, 1300, 1356, 940, 651]",4
"19,1",primitive_type,"[225, 43, 44, 1820]",2
"19,6",identifier,"[739, 796, 1128]",1
"19,25",( ),"[1363, 1458, 1356]",13
"19,26",),[624],5
"19,27",;,"[821, 1260, 1511, 1458, 1300, 1356, 940, 651]",4
"21,1",primitive_type,"[225, 43, 44, 1820]",2
"21,5",identifier,"[739, 796, 1128]",1
"21,13",( parameter_declaration parameter_list_repeat1 ),"[1363, 1458, 1356]",2
"21,14",primitive_type,[624],1
"21,19",* _declarator,"[739, 720, 1118, 1598]",1
"21,20",identifier,"[788, 1443, 1393, 1598]",1
"21,24",", parameter_declaration","[1300, 1366, 1321, 1598]",1
"21,26",primitive_type,[649],1
"21,30",identifier,"[739, 720, 1118, 1748, 1601]",2
"21,42",),"[1300, 1321, 1748, 1601]",1
"21,43",;,"[1288, 1260, 1511, 1458, 1300, 1356]",4
"22,1",primitive_type,"[225, 43, 44, 1820]",2
"22,5",identifier,"[739, 796, 1128]",1
"22,15",( parameter_declaration parameter_list_repeat1 ),"[1363, 1458, 1356]",2
"22,16",primitive_type,[624],1
"22,21",* _declarator,"[739, 720, 1118, 1598]",1
"22,22",identifier,"[788, 1443, 1393, 1598]",1
"22,26",", parameter_declaration","[1300, 1366, 1321, 1598]",1
"22,28",struct identifier,[649],4
"22,35",identifier,[1408],1
"22,39",identifier,"[703, 770, 720, 1118, 1748, 1601]",2
"22,42",[ ],"[1300, 1321, 1748, 1601]",6
"22,43",],[420],3
"22,44",", parameter_declaration","[1297, 1300, 1321, 1748, 1601]",2
"22,46",primitive_type,[649],1
"22,50",identifier,"[739, 720, 1118, 1748, 1669, 1601]",2
"22,57",),"[1300, 1321, 1748, 1669, 1601]",1
"22,58",;,"[1288, 1260, 1511, 1458, 1300, 1356]",4
"24,1",struct identifier,"[225, 43, 44, 1820]",14
"24,8",identifier,[1408],1
"24,12",identifier,"[703, 770, 796, 1128]",1
"24,18",[ ],"[1363, 1458, 1356]",8
"24,19",],[420],3
"24,21",= initializer_list,"[1297, 1363, 1458, 1356]",7
"24,23","{ initializer_list initializer_list_repeat1 , }",[459],0
"25,5",{ expression initializer_list_repeat1 },[432],5
"25,6",""" string_content """,[432],2
"25,7","string_content """,[1531],1
"25,11","""",[1547],1
"25,12",", expression","[627, 663, 684, 1015]",1
"25,14",number_literal,[442],1
"25,15",},"[684, 1030, 1660]",3
"25,16",", initializer_list","[671, 1643]",1
"26,5",{ expression initializer_list_repeat1 },[442],5
"26,6",""" string_content """,[432],2
"26,7","string_content """,[1531],1
"26,12","""",[1547],1
"26,13",", expression","[627, 663, 684, 1015]",1
"26,15",number_literal,[442],1
"26,16",},"[684, 1030, 1660]",3
"26,17",", initializer_list","[671, 1683, 1660]",2
"27,5",{ expression initializer_list_repeat1 },[441],5
"27,6",""" string_content """,[432],2
"27,7","string_content """,[1531],1
"27,11","""",[1547],1
"27,12",", expression","[627, 663, 684, 1015]",1
"27,14",number_literal,[442],1
"27,15",},"[684, 1030, 1660]",3
"27,16",", initializer_list","[671, 1683, 1597, 1660]",2
"28,5",{ expression initializer_list_repeat1 },[441],5
"28,6",""" string_content """,[432],2
"28,7","string_content """,[1531],1
"28,11","""",[1547],1
"28,12",", expression","[627, 663, 684, 1015]",1
"28,14",number_literal,[442],1
"28,15",},"[684, 1030, 1660]",3
"28,16",", initializer_list","[671, 1683, 1597, 1660]",2
"29,5",{ expression initializer_list_repeat1 },[441],5
"29,6",""" string_content """,[432],2
"29,7","string_content """,[1531],1
"29,12","""",[1547],1
"29,13",", expression","[627, 663, 684, 1015]",1
"29,15",number_literal,[442],1
"29,16",},"[684, 1030, 1660]",3
"29,17",", initializer_list","[671, 1683, 1597, 1660]",2
"30,5",{ expression initializer_list_repeat1 },[441],5
"30,6",""" string_content """,[432],2
"30,7","string_content """,[1531],1
"30,15","""",[1547],1
"30,16",", expression","[627, 663, 684, 1015]",1
"30,18",number_literal,[442],1
"30,19",},"[684, 1030, 1660]",3
"30,20",", initializer_list","[671, 1683, 1597, 1660]",2
"31,5",{ expression initializer_list_repeat1 },[441],5
"31,6",""" string_content """,[432],2
"31,7","string_content """,[1531],1
"31,14","""",[1547],1
"31,15",", expression","[627, 663, 684, 1015]",1
"31,17",number_literal,[442],1
"31,18",},"[684, 1030, 1660]",3
"31,19",", initializer_list","[671, 1683, 1597, 1660]",2
"32,5",{ expression initializer_list_repeat1 },[441],5
"32,6",""" string_content """,[432],2
"32,7","string_content """,[1531],1
"32,9","""",[1547],1
"32,10",", expression","[627, 663, 684, 1015]",1
"32,12",number_literal,[442],1
"32,13",},"[684, 1030, 1660]",3
"32,14",", initializer_list","[671, 1683, 1597, 1660]",2
"33,5",{ expression initializer_list_repeat1 },[441],5
"33,6",""" string_content """,[432],2
"33,7","string_content """,[1531],1
"33,13","""",[1547],1
"33,14",", expression","[627, 663, 684, 1015]",1
"33,16",number_literal,[442],1
"33,17",},"[684, 1030, 1660]",3
"33,18",", initializer_list","[671, 1683, 1597, 1660]",2
"34,5",{ expression initializer_list_repeat1 },[441],5
"34,6",""" string_content """,[432],2
"34,7","string_content """,[1531],1
"34,11","""",[1547],1
"34,12",", expression","[627, 663, 684, 1015]",1
"34,14",number_literal,[442],1
"34,15",},"[684, 1030, 1660]",3
"34,16",", initializer_list","[671, 1683, 1597, 1660]",2
"35,5",{ expression initializer_list_repeat1 },[441],5
"35,6",""" string_content """,[432],2
"35,7","string_content """,[1531],1
"35,11","""",[1547],1
"35,12",", expression","[627, 663, 684, 1015]",1
"35,14",number_literal,[442],1
"35,15",},"[684, 1030, 1660]",3
"35,16",", initializer_list","[671, 1683, 1597, 1660]",2
"36,5",{ expression initializer_list_repeat1 },[441],5
"36,6",""" string_content """,[432],2
"36,7","string_content """,[1531],1
"36,13","""",[1547],1
"36,14",", expression","[627, 663, 684, 1015]",1
"36,16",number_literal,[442],1
"36,17",},"[684, 1030, 1660]",3
"36,18",", initializer_list","[671, 1683, 1597, 1660]",2
"37,5",{ expression initializer_list_repeat1 },[441],5
"37,6",""" string_content """,[432],2
"37,7","string_content """,[1531],1
"37,12","""",[1547],1
"37,13",", expression","[627, 663, 684, 1015]",1
"37,15",number_literal,[442],1
"37,16",},"[684, 1030, 1660]",3
"37,17",", initializer_list","[671, 1683, 1597, 1660]",2
"38,5",{ expression initializer_list_repeat1 },[441],5
"38,6",""" string_content """,[432],2
"38,7","string_content """,[1531],1
"38,10","""",[1547],1
