Location,Ground_Truth,State_List,Rank
"1,1",#include system_lib_string preproc_include_token2,"[1, 1820]",1
"1,10",system_lib_string preproc_include_token2,[1392],1
"1,19",preproc_include_token2,[1816],1
"3,1",primitive_type,"[361, 44, 1820]",2
"3,5",identifier,"[739, 796, 1128]",1
"3,9",( parameter_declaration ),"[1363, 1458, 1356]",3
"3,10",primitive_type,[624],1
"3,14",),"[739, 720, 1118, 1598]",4
"4,1",{ preproc_if_repeat1 },"[1290, 1260, 1511, 1458, 1300, 1356]",1
"5,3",primitive_type,[23],2
"5,8",identifier,"[739, 801, 1139]",1
"5,9",;,"[1363, 1455, 1361]",1
"6,3",primitive_type,"[220, 25]",6
"6,8",identifier,"[739, 801, 1139]",1
"6,15",= expression,"[1363, 1455, 1361]",2
"6,17",' escape_sequence ',[459],0
"6,18",escape_sequence ',[1618],2
"6,20",',[1562],1
"6,21",;,"[690, 684, 1032, 1592]",1
"7,3",while parenthesized_expression statement,"[221, 31, 25]",12
"7,9",( expression ),[1757],1
"7,10",( expression ),[452],4
"7,11",identifier = expression,[378],5
"7,13",= expression,"[527, 1031, 1077, 1856]",12
"7,15",identifier,[559],1
"7,22",( ),"[715, 982, 684, 1031]",17
"7,23",),[451],4
"7,24",),"[696, 668, 837, 982, 684, 1031]",2
"7,26",!= expression,"[664, 837, 1033]",6
"7,29",identifier,[618],1
"7,32",),"[715, 960, 684, 1033]",1
"8,3",{ preproc_if_repeat1 },"[653, 366]",1
"9,5",if parenthesized_expression statement,[27],3
"9,8",( expression ),[1755],1
"9,9",identifier,[452],1
"9,11",!= expression,"[715, 1033]",5
"9,14",' character ',[618],3
"9,15",character ',[1618],1
"9,16",',[1562],1
"9,18",|| expression,"[690, 684, 960, 1033]",7
"9,21",identifier,[543],1
"9,28",!= expression,"[715, 959, 684, 1033]",6
"9,31",' character ',[618],3
"9,32",character ',[1618],1
"9,33",',[1562],1
"9,34",),"[690, 684, 960, 959, 1033]",1
"10,5",{ statement },"[653, 362]",5
"11,7",identifier,[27],1
"11,14",( expression ),"[405, 801, 1139, 1056]",5
"11,15",identifier,"[988, 1256, 451]",1
"11,16",),"[754, 1077, 1813, 1300, 1442, 715, 1018]",2
"11,17",;,"[761, 770, 801, 1139, 1301, 1363, 1455, 1361, 693, 668, 837, 1056]",1
"12,5",},"[248, 244, 28, 310, 220]",1
"14,5",identifier = expression,"[173, 244, 147, 28]",4
"14,12",= expression,"[405, 801, 1139, 1056]",2
"14,14",identifier,[559],1
"14,15",;,"[715, 982, 684, 1056]",1
"15,3",},"[248, 244, 31, 28]",1
"17,3",return expression ;,"[173, 244, 198, 31, 25]",5
"17,10",number_literal,[475],2
"17,11",;,"[684, 1070]",1
"18,1",},"[199, 244, 31, 25]",1
