Location,Ground_Truth,State_List,Rank
"1,1",#include system_lib_string preproc_include_token2,"[1, 1820]",2
"1,10",system_lib_string preproc_include_token2,[1392],1
"1,19",preproc_include_token2,[1816],1
"2,1",#include system_lib_string preproc_include_token2,"[361, 44, 1820]",3
"2,10",system_lib_string preproc_include_token2,[1392],1
"2,19",preproc_include_token2,[1816],1
"4,1",#define identifier preproc_arg preproc_include_token2,"[361, 43, 44, 1820]",7
"4,9",identifier preproc_arg preproc_include_token2,[1879],1
"4,16",preproc_arg preproc_include_token2,[1528],1
"4,19",preproc_include_token2,[1877],1
"6,1",primitive_type,"[341, 43, 44, 1820]",2
"6,5",identifier,"[739, 796, 1128]",1
"6,13",( parameter_declaration parameter_list_repeat1 ),"[1363, 1458, 1356]",2
"6,14",primitive_type,[624],1
"6,19",identifier,"[739, 720, 1118, 1598]",2
"6,23",[ ],"[1300, 1321, 1598]",5
"6,24",],[420],3
"6,25",", parameter_declaration","[1297, 1300, 1321, 1598]",1
"6,27",unsigned primitive_type,[649],8
"6,36",primitive_type,"[704, 770, 720, 1118, 1748, 1601]",6
"6,40",identifier,"[767, 770, 720, 1118, 1748, 1601]",2
"6,52",),"[1300, 1321, 1748, 1601]",1
"6,53",;,"[1288, 1260, 1511, 1458, 1300, 1356]",4
"7,1",primitive_type,"[225, 43, 44, 1820]",2
"7,8",identifier,"[739, 796, 1128]",1
"7,12",( parameter_declaration ),"[1363, 1458, 1356]",3
"7,13",primitive_type,[624],1
"7,18",identifier,"[739, 720, 1118, 1598]",2
"7,19",[ ],"[1300, 1321, 1598]",5
"7,20",],[420],3
"7,21",),"[1297, 1300, 1321, 1598]",2
"7,22",;,"[1290, 1260, 1511, 1458, 1300, 1356]",4
"9,1",primitive_type,"[225, 43, 44, 1820]",2
"9,5",identifier,"[739, 796, 1128]",1
"9,9",( parameter_declaration ),"[1363, 1458, 1356]",3
"9,10",primitive_type,[624],1
"9,14",),"[739, 720, 1118, 1598]",4
"10,1",{ preproc_if_repeat1 },"[1290, 1260, 1511, 1458, 1300, 1356]",1
"11,3",primitive_type,[23],2
"11,8",identifier,"[739, 801, 1139]",1
"11,12",[ expression ],"[1363, 1455, 1361]",3
"11,13",identifier,[420],1
"11,19",],"[827, 1071]",1
"11,20",;,"[1303, 1363, 1455, 1361]",1
"13,3",identifier,"[220, 25]",1
"13,11",( expression argument_list_repeat1 ),"[405, 801, 1139, 1056]",5
"13,12",identifier,"[988, 1256, 451]",1
"13,16",", expression","[754, 1077, 1813, 1300, 1442, 715, 1018]",2
"13,18",identifier,[476],1
"13,24",),"[715, 1025, 1572]",1
"13,25",;,"[698, 668, 837, 1056]",1
"14,3",identifier,"[248, 244, 31, 25]",1
"14,9",( expression argument_list_repeat1 ),"[405, 801, 1139, 1056]",5
"14,10",""" string_content ""","[988, 1256, 451]",3
"14,11","string_content """,[1531],1
"14,13","""",[1547],1
"14,14",", expression","[627, 663, 684, 1018]",2
"14,16",identifier,[476],1
"14,20",),"[715, 1025, 1572]",1
"14,21",;,"[698, 668, 837, 1056]",1
"16,3",identifier,"[248, 244, 31, 25]",1
"16,9",( expression argument_list_repeat1 ),"[405, 801, 1139, 1056]",5
"16,10",""" string_content ""","[988, 1256, 451]",3
"16,11","string_content """,[1531],1
"16,13","""",[1547],1
"16,14",", expression","[627, 663, 684, 1018]",2
"16,16",identifier,[476],1
