Location,Ground_Truth,State_List,Rank
"1,1",#include system_lib_string preproc_include_token2,"[1, 1820]",1
"1,10",system_lib_string preproc_include_token2,[1392],1
"1,19",preproc_include_token2,[1816],1
"2,1",#include system_lib_string preproc_include_token2,"[361, 44, 1820]",3
"2,10",system_lib_string preproc_include_token2,[1392],1
"2,18",preproc_include_token2,[1816],1
"4,1",primitive_type,"[361, 43, 44, 1820]",2
"4,6",identifier,"[739, 796, 1128]",1
"4,15",( parameter_declaration ),"[1363, 1458, 1356]",3
"4,16",unsigned primitive_type,[624],6
"4,25",primitive_type,"[704, 770, 720, 1118, 1598]",6
"4,29",identifier,"[767, 770, 720, 1118, 1598]",2
"4,30",),"[1300, 1321, 1598]",2
"4,31",;,"[1290, 1260, 1511, 1458, 1300, 1356]",4
"5,1",primitive_type,"[225, 43, 44, 1820]",2
"5,5",identifier,"[739, 796, 1128]",1
"5,13",( parameter_declaration ),"[1363, 1458, 1356]",3
"5,14",unsigned primitive_type,[624],6
"5,23",primitive_type,"[704, 770, 720, 1118, 1598]",6
"5,27",identifier,"[767, 770, 720, 1118, 1598]",2
"5,28",),"[1300, 1321, 1598]",2
"5,29",;,"[1290, 1260, 1511, 1458, 1300, 1356]",4
"7,1",primitive_type,"[225, 43, 44, 1820]",2
"7,5",identifier,"[739, 796, 1128]",1
"7,9",( parameter_declaration ),"[1363, 1458, 1356]",3
"7,10",primitive_type,[624],1
"7,14",),"[739, 720, 1118, 1598]",4
"8,1",{ preproc_if_repeat1 },"[1290, 1260, 1511, 1458, 1300, 1356]",1
"9,3",unsigned primitive_type,[23],15
"9,12",primitive_type,"[704, 770, 801, 1139]",3
"9,16",identifier,"[767, 770, 801, 1139]",1
"9,18",= expression,"[1363, 1455, 1361]",2
"9,20",number_literal,[459],2
"9,28",;,"[684, 1032, 1592]",1
"11,3",identifier,"[221, 25]",4
"11,12",( expression ),"[405, 801, 1139, 1056]",6
"11,13",identifier,"[988, 1256, 451]",1
"11,14",),"[754, 1077, 1813, 1300, 1442, 715, 1018]",1
"11,15",;,"[761, 770, 801, 1139, 1301, 1363, 1455, 1361, 693, 668, 837, 1056]",1
"12,3",identifier,"[248, 244, 31, 25, 310, 220]",4
"12,9",( expression argument_list_repeat1 ),"[405, 801, 1139, 1056]",4
"12,10",""" string_literal_repeat1 ""","[988, 1256, 451]",5
"12,11",string_content escape_sequence,[1531],2
"12,31",escape_sequence,[1547],2
"12,33","""","[1554, 1547]",1
"12,34",", expression","[627, 663, 684, 1018]",2
"12,36",identifier,[476],1
"12,44",( expression ),"[715, 1025, 1572]",4
"12,45",identifier,[451],1
"12,46",),"[715, 1018]",1
"12,47",),"[693, 668, 837, 1025, 1572]",1
"12,48",;,"[698, 668, 837, 1056]",1
"14,3",return expression ;,"[248, 244, 31, 25]",5
"14,10",number_literal,[475],2
"14,11",;,"[684, 1070]",1
"15,1",},"[199, 244, 31, 25]",1
"17,1",primitive_type,"[87, 339, 43, 44, 1820]",2
"17,6",identifier,"[739, 796, 1128]",1
"17,15",( parameter_declaration ),"[1363, 1458, 1356]",3
"17,16",unsigned primitive_type,[624],6
"17,25",primitive_type,"[704, 770, 720, 1118, 1598]",6
"17,29",identifier,"[767, 770, 720, 1118, 1598]",2
"17,30",),"[1300, 1321, 1598]",2
"18,1",{ preproc_if_repeat1 },"[1290, 1260, 1511, 1458, 1300, 1356]",1
"19,3",unsigned primitive_type,[23],15
"19,12",primitive_type,"[704, 770, 801, 1139]",3
"19,16",identifier,"[767, 770, 801, 1139]",1
"19,18",= expression,"[1363, 1455, 1361]",2
"19,20",sizeof ( type_descriptor ),[459],0
"19,26",( type_descriptor ),[500],4
"19,27",unsigned primitive_type,[382],0
"19,36",primitive_type,"[1026, 770, 1077, 1996]",2
"19,39",),"[767, 770, 1077, 1996]",2
"19,40",;,"[396, 684, 1032, 1592]",1
"21,3",identifier,"[221, 25]",4
"21,9",( expression ),"[405, 801, 1139, 1056]",6
"21,10",""" string_content ""","[988, 1256, 451]",3
"21,11","string_content """,[1531],1
"21,13","""",[1547],1
"21,14",),"[627, 663, 684, 1018]",1
"21,15",;,"[693, 668, 837, 1056]",1
"23,3",primitive_type,"[248, 244, 31, 25]",6
"23,7",identifier,"[739, 801, 1139]",1
"23,8",;,"[1363, 1455, 1361]",1
"24,3",for ( _for_statement_body ) statement,"[220, 31, 25]",7
"24,7",( _for_statement_body ) statement,[1970],1
"24,8",identifier = expression,[78],1
"24,10",= expression,"[410, 720, 1151, 1042]",2
"24,12",identifier,[559],1
"24,14",* expression,"[715, 982, 684, 1042]",14
"24,16",number_literal,[539],2
"24,18",- expression,"[684, 697, 982, 1042]",9
"24,20",number_literal,[533],2
"24,21",; expression ; expression,"[684, 975, 982, 1042]",4
"24,23",identifier,[479],1
"24,25",>= expression,"[715, 1034]",12
"24,28",number_literal,[506],2
"24,29",; expression,"[684, 985, 1034]",1
"24,31",-- expression,"[469, 1922]",9
"24,33",identifier,[540],1
"24,34",) statement,"[715, 701, 684, 1027, 1922]",1
"25,3",{ statement },[333],4
"26,5",( expression ),[27],19
"26,6",identifier,[378],1
"26,8",& expression,"[527, 1031, 1077, 1856]",3
"26,10",( type_descriptor ) expression,[595],0
"26,11",unsigned primitive_type,[378],8
"26,20",primitive_type,"[1026, 770, 1077, 1856]",3
"26,23",) expression,"[767, 770, 1077, 1856]",1
"26,24",identifier,[456],1
"26,27",( expression argument_list_repeat1 ),"[715, 699, 684, 984, 1031]",16
"26,28",number_literal,[451],6
"26,29",", expression","[684, 1018]",2
"26,31",identifier,[476],1
"26,32",),"[715, 1025, 1572]",1
"26,33",),"[698, 668, 837, 699, 684, 984, 1031]",1
"26,35",? expression : expression,"[664, 837, 1056]",0
"26,37",identifier,[470],1
"26,44",( expression ),"[715, 1045]",5
"26,45",' character ',[451],10
"26,46",character ',[1618],1
"26,47",',[1562],1
"26,48",),"[690, 684, 1018]",1
"26,50",: expression,"[693, 668, 837, 1045]",2
"26,52",identifier,[507],1
"26,59",( expression ),"[715, 978, 684, 1056]",4
"26,60",' character ',[451],10
"26,61",character ',[1618],1
"26,62",',[1562],1
"26,63",),"[690, 684, 1018]",1
"26,64",;,"[693, 668, 837, 978, 684, 1056]",1
"27,3",},"[248, 244, 28]",1
"29,3",identifier,"[173, 244, 236, 31, 25]",4
"29,10",( expression ),"[405, 801, 1139, 1056]",6
"29,11",' escape_sequence ',"[988, 1256, 451]",13
"29,12",escape_sequence ',[1618],2
"29,14",',[1562],1
"29,15",),"[690, 684, 1018]",1
"29,16",;,"[693, 668, 837, 1056]",1
"30,1",},"[248, 244, 31, 25]",1
"32,1",primitive_type,"[87, 339, 43, 44, 1820]",2
"32,5",identifier,"[739, 796, 1128]",1
"32,13",( parameter_declaration ),"[1363, 1458, 1356]",3
"32,14",unsigned primitive_type,[624],6
"32,23",primitive_type,"[704, 770, 720, 1118, 1598]",6
"32,27",identifier,"[767, 770, 720, 1118, 1598]",2
"32,28",),"[1300, 1321, 1598]",2
"33,1",{ preproc_if_repeat1 },"[1290, 1260, 1511, 1458, 1300, 1356]",1
"34,3",primitive_type,[23],1
"34,7",identifier,"[739, 801, 1139]",1
"34,9",= expression,"[1363, 1455, 1361]",2
"34,11",number_literal,[459],2
"34,12",;,"[684, 1032, 1592]",1
"36,3",while parenthesized_expression statement,"[221, 25]",9
"36,9",( expression ),[1757],1
"36,10",identifier,[452],1
"36,11",),"[715, 1033]",1
"37,3",{ preproc_if_repeat1 },"[653, 366]",1
"38,5",identifier &= expression,[27],0
"38,7",&= expression,"[405, 801, 1139, 1056]",0
"38,10",( expression ),[559],6
"38,11",identifier,[378],1
"38,13",- expression,"[527, 1031, 1077, 1856]",10
"38,15",number_literal,[533],2
"38,16",),"[684, 975, 1031]",1
"38,17",;,"[664, 837, 982, 684, 1056]",1
"39,5",++ expression,"[248, 244, 28]",0
"39,7",identifier,[540],1
"39,8",;,"[715, 701, 684, 1056]",1
"40,3",},"[248, 244, 31, 28]",1
"42,3",return expression ;,"[173, 244, 198, 31, 25]",5
"42,10",identifier,[475],1
"42,11",;,"[715, 1070]",1
"43,1",},"[199, 244, 31, 25]",1
