Location,Ground_Truth,State_List,Rank
"1,1",#include system_lib_string preproc_include_token2,"[1, 1820]",1
"1,10",system_lib_string preproc_include_token2,[1392],1
"1,19",preproc_include_token2,[1816],1
"2,1",#include system_lib_string preproc_include_token2,"[361, 44, 1820]",3
"2,10",system_lib_string preproc_include_token2,[1392],1
"2,20",preproc_include_token2,[1816],1
"4,1",primitive_type,"[361, 43, 44, 1820]",2
"4,6",identifier,"[739, 796, 1128]",1
"4,16",( parameter_declaration parameter_list_repeat1 ),"[1363, 1458, 1356]",2
"4,17",primitive_type,[624],1
"4,22",* _declarator,"[739, 720, 1118, 1598]",1
"4,23",identifier,"[788, 1443, 1393, 1598]",1
"4,24",", parameter_declaration","[1300, 1366, 1321, 1598]",1
"4,26",primitive_type,[649],1
"4,31",* _declarator,"[739, 720, 1118, 1748, 1601]",1
"4,32",identifier,"[788, 1443, 1393, 1748, 1601]",1
"4,33",", parameter_declaration","[1300, 1366, 1321, 1748, 1601]",2
"4,35",primitive_type,[649],1
"4,42",identifier,"[739, 720, 1118, 1748, 1669, 1601]",2
"4,43",),"[1300, 1321, 1748, 1669, 1601]",1
"4,44",;,"[1288, 1260, 1511, 1458, 1300, 1356]",4
"6,1",primitive_type,"[225, 43, 44, 1820]",2
"6,5",identifier,"[739, 796, 1128]",1
"6,9",( parameter_declaration ),"[1363, 1458, 1356]",3
"6,10",primitive_type,[624],1
"6,14",),"[739, 720, 1118, 1598]",4
"7,1",{ preproc_if_repeat1 },"[1290, 1260, 1511, 1458, 1300, 1356]",1
"8,3",primitive_type,[23],1
"8,8",identifier,"[739, 801, 1139]",1
"8,9",[ expression ],"[1363, 1455, 1361]",3
"8,10",number_literal,[420],2
"8,13",],"[684, 1071]",1
"8,15",= expression,"[1303, 1363, 1455, 1361]",2
"8,17",""" string_content """,[459],7
"8,18","string_content """,[1531],1
"8,42","""",[1547],1
"8,43",;,"[627, 663, 684, 1032, 1592]",1
"9,3",primitive_type,"[221, 25]",6
"9,8",* _declarator,"[739, 801, 1139]",2
"9,9",identifier,[949],1
"9,11",= expression,"[1300, 1291, 1363, 1455, 1361]",2
"9,13",""" string_content """,[459],7
"9,14","string_content """,[1531],1
"9,35","""",[1547],1
"9,36",;,"[627, 663, 684, 1032, 1592]",1
"10,3",primitive_type,"[221, 31, 25]",6
"10,10",identifier,"[739, 801, 1139]",1
"10,19",= expression,"[1363, 1455, 1361]",2
"10,21",number_literal,[459],2
"10,22",;,"[684, 1032, 1592]",1
"12,3",identifier,"[221, 31, 25]",4
"12,13",( expression argument_list_repeat1 ),"[405, 801, 1139, 1056]",4
"12,14",identifier,"[988, 1256, 451]",1
"12,15",", expression","[754, 1077, 1813, 1300, 1442, 715, 1018]",2
"12,17",identifier,[476],1
"12,18",", expression","[715, 1025, 1572]",2
"12,20",identifier,[476],1
"12,28",),"[715, 1025, 1668, 1572]",1
"12,29",;,"[698, 668, 837, 1056]",1
"14,3",identifier,"[248, 244, 31, 25]",4
"14,7",( expression ),"[405, 801, 1139, 1056]",6
"14,8",identifier,"[988, 1256, 451]",1
"14,9",),"[754, 1077, 1813, 1300, 1442, 715, 1018]",1
"14,10",;,"[761, 770, 801, 1139, 1301, 1363, 1455, 1361, 693, 668, 837, 1056]",1
"16,3",return expression ;,"[248, 244, 31, 25, 310, 220]",5
"16,10",number_literal,[475],2
"16,11",;,"[684, 1070]",1
"17,1",},"[199, 244, 31, 25]",1
"18,1",function_definition,"[87, 339, 43, 44, 1820]",6
"20,1",primitive_type,"[87, 339, 43, 44, 1820]",2
"20,6",identifier,"[739, 796, 1128]",1
"20,16",( parameter_declaration parameter_list_repeat1 ),"[1363, 1458, 1356]",2
"20,17",primitive_type,[624],1
"20,22",* _declarator,"[739, 720, 1118, 1598]",1
"20,23",identifier,"[788, 1443, 1393, 1598]",1
"20,24",", parameter_declaration","[1300, 1366, 1321, 1598]",1
"20,26",primitive_type,[649],1
"20,31",* _declarator,"[739, 720, 1118, 1748, 1601]",1
"20,32",identifier,"[788, 1443, 1393, 1748, 1601]",1
"20,33",", parameter_declaration","[1300, 1366, 1321, 1748, 1601]",2
"20,35",primitive_type,[649],1
"20,42",identifier,"[739, 720, 1118, 1748, 1669, 1601]",2
"20,43",),"[1300, 1321, 1748, 1669, 1601]",1
"21,1",{ preproc_if_repeat1 },"[1288, 1260, 1511, 1458, 1300, 1356]",1
"22,3",preproc_if_repeat1 },[23],8
"23,3",primitive_type,[23],1
"23,10",identifier,"[739, 801, 1139]",1
"23,19",= expression,"[1363, 1455, 1361]",2
"23,21",identifier,[459],1
"23,27",( expression ),"[715, 1032, 1592]",2
"23,28",identifier,[451],1
"23,29",),"[715, 1018]",1
"23,30",;,"[693, 668, 837, 1032, 1592]",2
"25,2",statement,"[221, 25]",12
"26,3",identifier += expression,"[221, 25]",14
"26,5",+= expression,"[405, 801, 1139, 1056]",12
"26,8",identifier,[559],1
"26,16",;,"[715, 982, 684, 1056]",1
"28,2",statement,"[248, 244, 31, 25]",12
"29,3",while parenthesized_expression statement,"[248, 244, 31, 25]",9
"29,9",( expression ),[1757],1
"29,10",( expression ),[452],3
"29,11",* expression,[378],4
"29,12",identifier,[555],1
"29,13",++,"[625, 692, 837, 1031]",9
"29,16",= expression,"[667, 684, 692, 837, 1031]",2
"29,18",* expression,[559],7
"29,19",identifier,[555],1
"29,20",++,"[625, 692, 837, 982, 684, 1031]",14
"29,22",),"[667, 684, 692, 837, 982, 1031]",1
"29,24",!= expression,"[664, 837, 1033]",5
"29,27",' escape_sequence ',[618],5
"29,28",escape_sequence ',[1618],2
"29,30",',[1562],1
"29,32",&& expression,"[690, 684, 960, 1033]",3
"29,35",identifier,[544],1
"29,36",--,"[715, 976, 684, 1033]",20
"29,38",),"[667, 684, 976, 1033]",1
"30,5",;,"[653, 366]",6
"31,1",},"[245, 244, 198, 31, 25]",1
