Location,Ground_Truth,State_List,Rank
"1,1",#include system_lib_string preproc_include_token2,"[1, 1820]",1
"1,10",system_lib_string preproc_include_token2,[1392],1
"1,19",preproc_include_token2,[1816],1
"2,1",#include system_lib_string preproc_include_token2,"[361, 44, 1820]",3
"2,10",system_lib_string preproc_include_token2,[1392],1
"2,19",preproc_include_token2,[1816],1
"3,1",#include system_lib_string preproc_include_token2,"[361, 43, 44, 1820]",3
"3,10",system_lib_string preproc_include_token2,[1392],1
"3,20",preproc_include_token2,[1816],1
"4,1",#include system_lib_string preproc_include_token2,"[361, 43, 44, 1820]",3
"4,10",system_lib_string preproc_include_token2,[1392],1
"4,19",preproc_include_token2,[1816],1
"5,1",#include system_lib_string preproc_include_token2,"[361, 43, 44, 1820]",3
"5,10",system_lib_string preproc_include_token2,[1392],1
"5,18",preproc_include_token2,[1816],1
"7,1",#define identifier preproc_arg preproc_include_token2,"[361, 43, 44, 1820]",5
"7,9",identifier preproc_arg preproc_include_token2,[1879],1
"7,15",preproc_arg preproc_include_token2,[1528],1
"7,18",preproc_include_token2,[1877],1
"8,1",#define identifier preproc_arg preproc_include_token2,"[341, 43, 44, 1820]",5
"8,9",identifier preproc_arg preproc_include_token2,[1879],1
"8,16",preproc_arg preproc_include_token2,[1528],1
"8,19",preproc_include_token2,[1877],1
"9,1",#define identifier preproc_arg preproc_include_token2,"[341, 43, 44, 1820]",5
"9,9",identifier preproc_arg preproc_include_token2,[1879],1
"9,18",preproc_arg preproc_include_token2,[1528],1
"9,21",preproc_include_token2,[1877],1
"10,1",#define identifier preproc_arg preproc_include_token2,"[341, 43, 44, 1820]",5
"10,9",identifier preproc_arg preproc_include_token2,[1879],1
"10,16",preproc_arg preproc_include_token2,[1528],1
"10,19",preproc_include_token2,[1877],1
"12,1",primitive_type,"[341, 43, 44, 1820]",2
"12,5",identifier,"[739, 796, 1128]",1
"12,10",( parameter_declaration ),"[1363, 1458, 1356]",3
"12,11",primitive_type,[624],1
"12,15",[ ],"[739, 720, 1118, 1598]",14
"12,16",],[419],1
"12,17",),"[1459, 1443, 1393, 1598]",2
"12,18",;,"[1290, 1260, 1511, 1458, 1300, 1356]",4
"14,1",primitive_type,"[225, 43, 44, 1820]",2
"14,6",identifier,"[739, 796, 1128]",1
"14,10",( parameter_declaration ),"[1363, 1458, 1356]",3
"14,11",primitive_type,[624],1
"14,18",identifier,"[739, 720, 1118, 1598]",2
"14,19",),"[1300, 1321, 1598]",2
"14,20",;,"[1290, 1260, 1511, 1458, 1300, 1356]",4
"15,1",primitive_type,"[225, 43, 44, 1820]",2
"15,8",identifier,"[739, 796, 1128]",1
"15,11",( parameter_declaration ),"[1363, 1458, 1356]",3
"15,12",primitive_type,[624],1
"15,16",),"[739, 720, 1118, 1598]",4
"15,17",;,"[1290, 1260, 1511, 1458, 1300, 1356]",4
"16,1",primitive_type,"[225, 43, 44, 1820]",2
"16,6",identifier,"[739, 796, 1128]",1
"16,15",( parameter_declaration ),"[1363, 1458, 1356]",3
"16,16",primitive_type,[624],1
"16,20",),"[739, 720, 1118, 1598]",4
"16,21",;,"[1290, 1260, 1511, 1458, 1300, 1356]",4
"17,1",primitive_type,"[225, 43, 44, 1820]",2
"17,6",identifier,"[739, 796, 1128]",1
"17,15",( parameter_declaration ),"[1363, 1458, 1356]",3
"17,16",primitive_type,[624],1
"17,20",),"[739, 720, 1118, 1598]",4
"17,21",;,"[1290, 1260, 1511, 1458, 1300, 1356]",4
"18,1",primitive_type,"[225, 43, 44, 1820]",2
"18,6",identifier,"[739, 796, 1128]",1
"18,10",( parameter_declaration ),"[1363, 1458, 1356]",3
"18,11",primitive_type,[624],1
"18,15",),"[739, 720, 1118, 1598]",4
"18,16",;,"[1290, 1260, 1511, 1458, 1300, 1356]",4
"19,1",primitive_type,"[225, 43, 44, 1820]",2
"19,6",identifier,"[739, 796, 1128]",1
"19,11",( parameter_declaration ),"[1363, 1458, 1356]",3
"19,12",primitive_type,[624],1
"19,16",),"[739, 720, 1118, 1598]",4
"19,17",;,"[1290, 1260, 1511, 1458, 1300, 1356]",4
"21,1",primitive_type,"[225, 43, 44, 1820]",2
"21,5",identifier,"[739, 796, 1128]",1
"21,9",( parameter_declaration ),"[1363, 1458, 1356]",3
"21,10",primitive_type,[624],1
"21,14",),"[739, 720, 1118, 1598]",4
"22,1",{ preproc_if_repeat1 },"[1290, 1260, 1511, 1458, 1300, 1356]",1
"23,3",primitive_type,[23],1
"23,7",identifier,"[739, 801, 1139]",1
"23,11",;,"[1363, 1455, 1361]",1
"24,3",primitive_type,"[220, 25]",6
"24,10",identifier,"[739, 801, 1139]",1
"24,13",;,"[1363, 1455, 1361]",1
"25,3",primitive_type,"[220, 31, 25]",6
"25,8",identifier,"[739, 801, 1139]",1
"25,9",[ expression ],"[1363, 1455, 1361]",4
"25,10",identifier,[420],3
"25,15",],"[827, 1071]",1
"25,16",;,"[1303, 1363, 1455, 1361]",1
"27,3",while parenthesized_expression statement,"[220, 31, 25]",10
"27,9",( expression ),[1757],1
"27,10",( expression ),[452],4
"27,11",identifier = expression,[378],5
"27,16",= expression,"[527, 1031, 1077, 1856]",11
"27,18",identifier,[559],1
"27,23",( expression ),"[715, 982, 684, 1031]",4
"27,24",identifier,[451],1
"27,25",),"[715, 1018]",2
"27,26",),"[693, 668, 837, 982, 684, 1031]",2
"27,28",!= expression,"[664, 837, 1033]",6
"27,31",identifier,[618],1
"27,34",),"[715, 960, 684, 1033]",1
"28,3",{ statement },"[653, 366]",4
"29,5",switch parenthesized_expression compound_statement,[27],17
"29,12",( expression ),[1721],1
"29,13",identifier,[453],1
"29,17",),"[715, 1031]",1
"30,5",{ preproc_if_repeat1 },"[664, 1708]",1
"31,5",case expression : case_statement_repeat1,[27],10
"31,10",identifier,[564],1
"31,16",: case_statement_repeat1,"[715, 1076]",1
"33,7",break ;,"[248, 52, 244, 28, 220]",5
"33,12",;,[1983],1
"35,5",case expression : case_statement_repeat1,"[164, 55, 52, 244, 28]",6
"35,10",' character ',[564],2
"35,11",character ',[1618],1
"35,12",',[1562],1
"35,13",: case_statement_repeat1,"[690, 684, 1076]",1
"36,11",( expression ),"[403, 720, 1140, 1056]",4
"36,18",+ expression,"[1282, 1254, 1300, 1442, 1452, 1443, 1474, 1813, 696, 668, 837, 1018]",7
"36,20",identifier,[533],1
"36,23",( ),"[715, 975, 684, 1018]",20
"36,24",),[451],4
"36,25",),"[696, 668, 837, 975, 684, 1018]",2
"36,26",;,"[693, 668, 837, 1056]",1
"37,7",break ;,"[248, 52, 244, 31, 28]",5
"37,12",;,[1983],1
"39,5",case expression : case_statement_repeat1,"[164, 55, 52, 244, 31, 28]",6
"39,10",' character ',[564],2
"39,11",character ',[1618],1
"39,12",',[1562],1
"39,13",: case_statement_repeat1,"[690, 684, 1076]",1
"40,7",identifier = expression,"[64, 244, 31, 28]",3
"40,11",= expression,"[403, 720, 1140, 1056]",9
"40,13",identifier,[559],1
"40,16",( ),"[715, 982, 684, 1056]",7
"40,17",),[451],4
"40,18",;,"[696, 668, 837, 982, 684, 1056]",1
"41,11",( expression ),"[403, 720, 1140, 1056]",4
"41,18",- expression,"[1282, 1254, 1300, 1442, 1452, 1443, 1474, 1813, 696, 668, 837, 1018]",15
"41,20",identifier,[533],1
"41,23",),"[715, 975, 684, 1018]",2
"41,24",;,"[693, 668, 837, 1056]",1
"42,7",break ;,"[248, 55, 52, 244, 31, 28]",5
"42,12",;,[1983],1
"44,5",case expression : case_statement_repeat1,"[164, 55, 52, 244, 31, 28]",6
"44,10",' character ',[564],2
"44,11",character ',[1618],1
"44,12",',[1562],1
"44,13",: case_statement_repeat1,"[690, 684, 1076]",1
"45,11",( expression ),"[403, 720, 1140, 1056]",4
"45,18",* expression,"[1282, 1254, 1300, 1442, 1452, 1443, 1474, 1813, 696, 668, 837, 1018]",17
"45,20",identifier,[539],1
"45,23",( ),"[715, 697, 684, 1018]",20
"45,24",),[451],4
"45,25",),"[696, 668, 837, 697, 684, 1018]",2
"45,26",;,"[693, 668, 837, 1056]",1
"46,7",break ;,"[248, 52, 244, 31, 28]",5
"46,12",;,[1983],1
"48,5",case expression : case_statement_repeat1,"[164, 55, 52, 244, 31, 28]",6
"48,10",' character ',[564],2
"48,11",character ',[1618],1
"48,12",',[1562],1
"48,13",: case_statement_repeat1,"[690, 684, 1076]",1
"49,7",identifier = expression,"[64, 244, 31, 28]",3
"49,11",= expression,"[403, 720, 1140, 1056]",9
"49,13",identifier,[559],1
"49,16",( ),"[715, 982, 684, 1056]",7
"49,17",),[451],4
"49,18",;,"[696, 668, 837, 982, 684, 1056]",1
"51,7",if parenthesized_expression statement else_clause,"[248, 52, 244, 31, 28]",9
"51,10",( expression ),[1755],1
"51,11",identifier,[452],1
"51,15",!= expression,"[715, 1033]",5
"51,18",number_literal,[618],2
"51,21",),"[684, 960, 1033]",1
"52,7",{ statement },"[653, 362]",5
"53,13",( expression ),"[405, 801, 1139, 1056]",6
"53,20",/ expression,"[1282, 1254, 1300, 1442, 1452, 1443, 1474, 1813, 696, 668, 837, 1018]",0
"53,22",identifier,[539],1
"53,25",),"[715, 697, 684, 1018]",2
"53,26",;,"[693, 668, 837, 1056]",1
"54,7",},"[248, 244, 28]",1
"55,7",else statement,"[173, 244, 147, 55, 52, 31, 28]",4
"56,7",{ statement },[373],6
"57,15",( expression ),"[405, 801, 1139, 1056]",6
"57,16",""" string_literal_repeat1 ""","[988, 1256, 451]",5
