Location,Ground_Truth,State_List,Rank
"1,1",#include system_lib_string preproc_include_token2,"[1, 1820]",2
"1,10",system_lib_string preproc_include_token2,[1392],1
"1,19",preproc_include_token2,[1816],1
"2,1",#include system_lib_string preproc_include_token2,"[361, 44, 1820]",3
"2,10",system_lib_string preproc_include_token2,[1392],1
"2,20",preproc_include_token2,[1816],1
"3,1",#include system_lib_string preproc_include_token2,"[361, 43, 44, 1820]",3
"3,10",system_lib_string preproc_include_token2,[1392],1
"3,20",preproc_include_token2,[1816],1
"4,1",#include system_lib_string preproc_include_token2,"[361, 43, 44, 1820]",3
"4,10",system_lib_string preproc_include_token2,[1392],1
"4,19",preproc_include_token2,[1816],1
"6,1",#define identifier preproc_arg preproc_include_token2,"[361, 43, 44, 1820]",7
"6,9",identifier preproc_arg preproc_include_token2,[1879],1
"6,22",preproc_arg preproc_include_token2,[1528],1
"6,25",preproc_include_token2,[1877],1
"7,1",#define identifier preproc_arg preproc_include_token2,"[341, 43, 44, 1820]",7
"7,9",identifier preproc_arg preproc_include_token2,[1879],1
"7,21",preproc_arg preproc_include_token2,[1528],1
"7,63",preproc_include_token2,[1877],1
"9,1",struct identifier field_declaration_list,"[341, 43, 44, 1820]",11
"9,8",identifier field_declaration_list,[1408],2
"10,1",{ preproc_if_in_field_declaration_list_repeat1 },"[703, 770, 796, 1128]",4
"11,3",primitive_type,[447],2
"11,8",* _field_declarator,"[739, 720, 1275]",3
"11,9",identifier,[953],1
"11,13",;,"[1378, 1318, 1382, 1304, 1536]",1
"12,3",struct identifier,"[880, 450]",5
"12,10",identifier,[1408],1
"12,20",* _field_declarator,"[703, 770, 720, 1275]",3
"12,21",identifier,[953],1
"12,25",;,"[1378, 1318, 1382, 1304, 1536]",1
"13,3",struct identifier,"[880, 445, 450]",5
"13,10",identifier,[1408],1
"13,20",* _field_declarator,"[703, 770, 720, 1275]",3
"13,21",identifier,[953],1
"13,26",;,"[1378, 1318, 1382, 1304, 1536]",1
"14,1",},"[880, 445, 450]",2
"14,2",;,"[774, 728, 770, 796, 1128]",3
"16,1",struct identifier field_declaration_list,"[330, 43, 44, 1820]",11
"16,8",identifier field_declaration_list,[1408],2
"17,1",{ preproc_if_in_field_declaration_list_repeat1 },"[703, 770, 796, 1128]",4
"18,3",struct identifier,[447],1
"18,10",identifier,[1408],1
"18,20",* _field_declarator,"[703, 770, 720, 1275]",3
"18,21",identifier,[953],1
"18,30",;,"[1378, 1318, 1382, 1304, 1536]",1
"19,3",struct identifier,"[880, 450]",5
"19,10",identifier,[1408],1
"19,20",* _field_declarator,"[703, 770, 720, 1275]",3
"19,21",identifier,[953],1
"19,25",;,"[1378, 1318, 1382, 1304, 1536]",1
"20,1",},"[880, 445, 450]",2
"20,2",;,"[774, 728, 770, 796, 1128]",3
"22,1",struct identifier,"[330, 43, 44, 1820]",17
"22,8",identifier,[1408],1
"22,18",* _declarator,"[703, 770, 796, 1128]",2
"22,19",identifier,[949],1
"22,30",( parameter_declaration parameter_list_repeat1 ),"[1300, 1291, 1363, 1458, 1356]",2
"22,31",struct identifier,[623],4
"22,38",identifier,[1408],1
"22,48",* _declarator,"[703, 770, 720, 1118, 1598]",1
"22,49",identifier,"[788, 1443, 1393, 1598]",1
"22,55",", parameter_declaration","[1300, 1366, 1321, 1598]",1
"22,57",primitive_type,[649],1
