Location,Ground_Truth,State_List,Rank
"1,1",#include system_lib_string preproc_include_token2,"[1, 1820]",1
"1,10",system_lib_string preproc_include_token2,[1392],1
"1,19",preproc_include_token2,[1816],1
"3,1",primitive_type,"[361, 44, 1820]",2
"3,5",identifier,"[739, 796, 1128]",1
"3,9",( parameter_declaration ),"[1363, 1458, 1356]",3
"3,10",primitive_type,[624],1
"3,14",),"[739, 720, 1118, 1598]",4
"4,1",{ preproc_if_repeat1 },"[1290, 1260, 1511, 1458, 1300, 1356]",1
"5,3",primitive_type,[23],1
"5,8",identifier,"[739, 801, 1139]",1
"5,9",;,"[1363, 1455, 1361]",1
"6,3",while parenthesized_expression statement,"[220, 25]",10
"6,9",( expression ),[1757],1
"6,10",( expression ),[452],4
"6,11",identifier = expression,[378],5
"6,13",= expression,"[527, 1031, 1077, 1856]",11
"6,15",identifier,[559],1
"6,22",( ),"[715, 982, 684, 1031]",17
"6,23",),[451],4
"6,24",),"[696, 668, 837, 982, 684, 1031]",2
"6,26",!= expression,"[664, 837, 1033]",6
"6,29",identifier,[618],1
"6,32",),"[715, 960, 684, 1033]",1
"7,3",{ statement },"[653, 366]",4
"8,5",if parenthesized_expression statement else_clause,[27],6
"8,8",( expression ),[1755],1
"8,9",identifier,[452],1
"8,11",== expression,"[715, 1033]",2
"8,14",' escape_sequence ',[618],5
"8,15",escape_sequence ',[1618],2
"8,17",',[1562],1
"8,18",),"[690, 684, 960, 1033]",1
"9,5",{ preproc_if_repeat1 },"[653, 362]",1
"10,14",( expression ),"[405, 801, 1139, 1056]",6
"10,15",' escape_sequence ',"[988, 1256, 451]",12
"10,16",escape_sequence ',[1618],2
"10,18",',[1562],1
"10,19",),"[690, 684, 1018]",2
"10,20",;,"[693, 668, 837, 1056]",1
"11,14",( expression ),"[405, 801, 1139, 1056]",6
"11,15",' character ',"[988, 1256, 451]",8
"11,16",character ',[1618],1
"11,17",',[1562],1
"11,18",),"[690, 684, 1018]",2
"11,19",;,"[693, 668, 837, 1056]",1
"12,5",},"[248, 244, 31, 28]",1
"13,5",else statement,"[173, 244, 147, 28]",4
"13,10",if parenthesized_expression statement else_clause,[373],2
"13,13",( expression ),[1755],1
"13,14",identifier,[452],1
"13,16",== expression,"[715, 1033]",2
"13,19",' escape_sequence ',[618],5
"13,20",escape_sequence ',[1618],2
"13,22",',[1562],1
"13,23",),"[690, 684, 960, 1033]",1
"14,5",{ preproc_if_repeat1 },"[653, 362]",1
"15,14",( expression ),"[405, 801, 1139, 1056]",6
"15,15",' escape_sequence ',"[988, 1256, 451]",12
"15,16",escape_sequence ',[1618],2
"15,18",',[1562],1
"15,19",),"[690, 684, 1018]",2
"15,20",;,"[693, 668, 837, 1056]",1
"16,14",( expression ),"[405, 801, 1139, 1056]",6
"16,15",' character ',"[988, 1256, 451]",8
"16,16",character ',[1618],1
"16,17",',[1562],1
"16,18",),"[690, 684, 1018]",2
"16,19",;,"[693, 668, 837, 1056]",1
"17,5",},"[248, 244, 31, 28]",1
"18,5",else statement,"[173, 244, 147, 234, 224, 28]",4
"18,10",if parenthesized_expression statement else_clause,[373],2
"18,13",( expression ),[1755],1
"18,14",identifier,[452],1
"18,16",== expression,"[715, 1033]",2
"18,19",' escape_sequence ',[618],5
"18,20",escape_sequence ',[1618],2
"18,22",',[1562],1
"18,23",),"[690, 684, 960, 1033]",1
"19,5",{ preproc_if_repeat1 },"[653, 362]",1
"20,14",( expression ),"[405, 801, 1139, 1056]",6
"20,15",' escape_sequence ',"[988, 1256, 451]",12
"20,16",escape_sequence ',[1618],2
"20,18",',[1562],1
"20,19",),"[690, 684, 1018]",2
"20,20",;,"[693, 668, 837, 1056]",1
"21,14",( expression ),"[405, 801, 1139, 1056]",6
"21,15",' escape_sequence ',"[988, 1256, 451]",12
"21,16",escape_sequence ',[1618],2
"21,18",',[1562],1
"21,19",),"[690, 684, 1018]",2
"21,20",;,"[693, 668, 837, 1056]",1
"22,5",},"[248, 244, 31, 28]",1
"23,5",else statement,"[173, 244, 147, 234, 224, 28]",4
"27,3",},"[173, 244, 234, 224, 28]",1
"29,3",return expression ;,"[173, 244, 198, 31, 25]",5
"29,10",number_literal,[475],2
"29,11",;,"[684, 1070]",1
"30,1",},"[199, 244, 31, 25]",1
