Location,Ground_Truth,State_List,Rank
"1,1",#include system_lib_string preproc_include_token2,"[1, 1820]",1
"1,10",system_lib_string preproc_include_token2,[1392],1
"1,19",preproc_include_token2,[1816],1
"2,1",#include system_lib_string preproc_include_token2,"[361, 44, 1820]",3
"2,10",system_lib_string preproc_include_token2,[1392],1
"2,20",preproc_include_token2,[1816],1
"3,1",#include system_lib_string preproc_include_token2,"[361, 43, 44, 1820]",3
"3,10",system_lib_string preproc_include_token2,[1392],1
"3,20",preproc_include_token2,[1816],1
"4,1",#include system_lib_string preproc_include_token2,"[361, 43, 44, 1820]",3
"4,10",system_lib_string preproc_include_token2,[1392],1
"4,20",preproc_include_token2,[1816],1
"6,1",#define identifier preproc_arg preproc_include_token2,"[361, 43, 44, 1820]",5
"6,9",identifier preproc_arg preproc_include_token2,[1879],1
"6,25",preproc_arg preproc_include_token2,[1528],1
"6,29",preproc_include_token2,[1877],1
"8,1",typedef _type_definition_type _type_definition_declarators ;,"[341, 43, 44, 1820]",0
"8,19",;,"[1131, 770, 1115, 1265, 1417, 1338, 1503]",1
"10,1",union identifier field_declaration_list,"[247, 43, 44, 1820]",0
"10,7",identifier field_declaration_list,[1506],3
"11,1",{ preproc_if_in_field_declaration_list_repeat1 },"[705, 770, 796, 1128]",7
"12,3",struct field_declaration_list,[447],10
"13,3",{ preproc_if_in_field_declaration_list_repeat1 },[1408],3
"14,5",union identifier,[447],11
"14,11",identifier,[1506],1
"14,18",* _field_declarator,"[705, 770, 720, 1275]",3
"14,19",identifier,[953],1
"14,31",;,"[1378, 1318, 1382, 1304, 1536]",1
"15,5",primitive_type,"[880, 450]",1
"15,12",identifier,"[739, 720, 1275]",2
"15,16",;,"[1378, 1304, 1536]",1
"16,3",},"[880, 445, 450]",2
"16,5",identifier,"[774, 733, 770, 720, 1275]",2
"16,6",;,"[1378, 1304, 1536]",1
"17,3",identifier,"[880, 450]",3
"17,9",identifier,"[754, 720, 1275]",2
"17,10",;,"[1378, 1304, 1536]",1
"17,12",},"[880, 445, 450]",2
"18,1",},"[880, 445, 450]",2
"18,2",;,"[774, 730, 770, 796, 1128]",3
"20,1",typedef _type_definition_type _type_definition_declarators ;,"[330, 43, 44, 1820]",0
"20,9",union identifier,[993],0
"20,15",identifier,[1506],1
"20,22",identifier,"[705, 770, 1115, 1265]",1
"20,28",;,"[1417, 1338, 1503]",1
"22,1",static,"[247, 43, 44, 1820]",1
"22,8",identifier,"[722, 695]",2
"22,15",identifier,"[754, 719, 1128]",1
"22,19",;,"[1363, 1458, 1356]",4
"23,1",static,"[225, 43, 44, 1820]",1
"23,8",identifier,"[722, 695]",2
"23,15",* _declarator,"[754, 719, 1128]",2
"23,16",identifier,[949],1
"23,23",= expression,"[1300, 1291, 1363, 1458, 1356]",6
"23,25",NULL,[459],3
"23,29",;,"[680, 684, 1032, 1606]",4
"25,1",primitive_type,"[226, 43, 44, 1820]",2
"25,6",identifier,"[739, 796, 1128]",1
"25,12",( parameter_declaration ),"[1363, 1458, 1356]",3
"25,13",primitive_type,[624],1
"25,18",* _declarator,"[739, 720, 1118, 1598]",1
"25,19",identifier,"[788, 1443, 1393, 1598]",1
"25,22",),"[1300, 1366, 1321, 1598]",2
"25,23",;,"[1290, 1260, 1511, 1458, 1300, 1356]",4
"26,1",primitive_type,"[225, 43, 44, 1820]",2
"26,6",* _declarator,"[739, 796, 1128]",2
"26,7",identifier,[949],1
"26,15",( parameter_declaration ),"[1300, 1291, 1363, 1458, 1356]",3
"26,16",primitive_type,[623],1
"26,23",identifier,"[739, 720, 1118, 1598]",2
"26,34",),"[1300, 1321, 1598]",2
"26,35",;,"[1290, 1254, 1300, 1291, 1363, 1458, 1356]",4
"27,1",primitive_type,"[225, 43, 44, 1820]",2
"27,6",* _declarator,"[739, 796, 1128]",2
"27,7",identifier,[949],1
"27,15",( parameter_declaration parameter_list_repeat1 ),"[1300, 1291, 1363, 1458, 1356]",2
"27,16",primitive_type,[623],1
"27,23",identifier,"[739, 720, 1118, 1598]",2
"27,35",", parameter_declaration","[1300, 1321, 1598]",1
"27,37",primitive_type,[649],1
"27,44",identifier,"[739, 720, 1118, 1748, 1601]",2
"27,54",),"[1300, 1321, 1748, 1601]",1
"27,55",;,"[1288, 1254, 1300, 1291, 1363, 1458, 1356]",4
"28,8",* _declarator,"[408, 796, 1128, 1101]",2
"28,19",( parameter_declaration ),"[715, 697, 684, 1101, 1300, 1291, 1363, 1458, 1356]",3
"28,27",identifier,"[715, 1018, 739, 720, 1118, 1598]",4
"28,38",),"[1300, 1321, 1598]",2
"28,39",;,"[1290, 1254, 1300, 1291, 1363, 1458, 1356]",4
"30,1",primitive_type,"[225, 43, 44, 1820]",2
"30,5",identifier,"[739, 796, 1128]",1
"30,9",( parameter_declaration parameter_list_repeat1 ),"[1363, 1458, 1356]",2
"30,10",primitive_type,[624],1
"30,14",identifier,"[739, 720, 1118, 1598]",2
"30,18",", parameter_declaration","[1300, 1321, 1598]",1
"30,20",primitive_type,[649],1
"30,25",* _declarator,"[739, 720, 1118, 1748, 1601]",1
"30,26",identifier,"[788, 1443, 1393, 1748, 1601]",1
"30,30",[ ],"[1300, 1366, 1321, 1748, 1601]",5
"30,31",],[420],2
"30,32",),"[1297, 1300, 1366, 1321, 1748, 1601]",1
"31,1",{ preproc_if_repeat1 },"[1288, 1260, 1511, 1458, 1300, 1356]",1
"32,3",primitive_type,[23],1
"32,8",* _declarator,"[739, 801, 1139]",2
"32,9",identifier,[949],1
"32,26",;,"[1300, 1291, 1363, 1455, 1361]",1
"33,3",if parenthesized_expression statement,"[220, 25]",2
"33,6",( expression ),[1755],1
"33,7",( expression ),[452],4
"33,8",identifier = expression,[378],5
"33,26",= expression,"[527, 1031, 1077, 1856]",11
"33,28",identifier,[559],1
"33,36",( expression ),"[715, 982, 684, 1031]",4
"33,37",number_literal,[451],6
"33,40",* expression,"[684, 1018]",14
"33,42",sizeof ( type_descriptor ),[539],4
"33,48",( type_descriptor ),[500],1
"33,49",primitive_type,[382],3
"33,53",),"[739, 1077, 1996]",2
"33,54",),"[396, 684, 697, 1018]",2
"33,55",),"[693, 668, 837, 982, 684, 1031]",2
"33,57",== expression,"[664, 837, 1033]",3
"33,60",NULL,[618],4
"33,64",),"[680, 684, 960, 1033]",1
"34,3",{ preproc_if_repeat1 },"[653, 362]",1
"35,11",( expression ),"[405, 801, 1139, 1056]",6
"35,12",""" string_literal_repeat1 ""","[988, 1256, 451]",5
"35,13",string_content escape_sequence,[1531],2
"35,67",escape_sequence,[1547],2
"35,69","""","[1554, 1547]",1
"35,70",),"[627, 663, 684, 1018]",2
"35,71",;,"[693, 668, 837, 1056]",1
"36,5",return expression ;,"[248, 244, 28]",6
"36,12",identifier,[475],1
"36,24",;,"[715, 1070]",1
"37,3",},"[199, 244, 31, 28]",1
"39,9",( expression argument_list_repeat1 ),"[405, 801, 1139, 1056]",3
"39,27",", expression","[754, 1077, 1813, 1300, 1442, 715, 1018]",1
"39,29",""" string_content """,[476],3
"39,30","string_content """,[1531],1
"39,55","""",[1547],1
"39,56",),"[627, 663, 684, 1025, 1572]",1
"39,57",;,"[698, 668, 837, 1056]",1
"40,9",( expression argument_list_repeat1 ),"[405, 801, 1139, 1056]",3
"40,10",""" string_literal_repeat1 ""","[988, 1256, 451]",5
"40,11",string_content escape_sequence,[1531],2
"40,13",escape_sequence,[1547],2
"40,15","""","[1554, 1547]",1
"40,16",", expression","[627, 663, 684, 1018]",1
"40,18",identifier,[476],1
"40,35",),"[715, 1025, 1572]",1
"40,36",;,"[698, 668, 837, 1056]",1
"43,3",primitive_type,"[248, 244, 31, 25, 310, 220]",6
"43,8",* _declarator,"[739, 801, 1139]",2
"43,9",identifier,[949],1
"43,26",;,"[1300, 1291, 1363, 1455, 1361]",1
"44,3",if parenthesized_expression statement,"[220, 31, 25]",2
"44,6",( expression ),[1755],1
"44,7",( expression ),[452],4
"44,8",identifier = expression,[378],5
"44,26",= expression,"[527, 1031, 1077, 1856]",11
"44,28",identifier,[559],1
"44,36",( expression argument_list_repeat1 ),"[715, 982, 684, 1031]",3
"44,37",number_literal,[451],6
"44,39",", expression","[684, 1018]",1
"44,41",sizeof ( type_descriptor ),[476],18
"44,47",( type_descriptor ),[500],1
"44,48",primitive_type,[382],3
"44,52",),"[739, 1077, 1996]",2
"44,53",),"[396, 684, 1025, 1572]",1
"44,54",),"[698, 668, 837, 982, 684, 1031]",2
"44,56",== expression,"[664, 837, 1033]",3
"44,59",NULL,[618],4
"44,63",),"[680, 684, 960, 1033]",1
"45,3",{ preproc_if_repeat1 },"[653, 362]",1
"46,11",( expression ),"[405, 801, 1139, 1056]",6
"46,12",""" string_literal_repeat1 ""","[988, 1256, 451]",5
"46,13",string_content escape_sequence,[1531],2
"46,67",escape_sequence,[1547],2
"46,69","""","[1554, 1547]",1
"46,70",),"[627, 663, 684, 1018]",2
"46,71",;,"[693, 668, 837, 1056]",1
"47,5",return expression ;,"[248, 244, 28]",6
"47,12",identifier,[475],1
"47,24",;,"[715, 1070]",1
"48,3",},"[199, 244, 31, 28]",1
"50,9",( expression argument_list_repeat1 ),"[405, 801, 1139, 1056]",3
"50,27",", expression","[754, 1077, 1813, 1300, 1442, 715, 1018]",1
"50,29",""" string_content """,[476],3
"50,30","string_content """,[1531],1
"50,55","""",[1547],1
"50,56",),"[627, 663, 684, 1025, 1572]",1
"50,57",;,"[698, 668, 837, 1056]",1
