Location,Ground_Truth,State_List,Rank
"1,1",#include system_lib_string preproc_include_token2,"[1, 1820]",2
"1,10",system_lib_string preproc_include_token2,[1392],1
"1,19",preproc_include_token2,[1816],1
"3,1",#define identifier preproc_arg preproc_include_token2,"[361, 44, 1820]",5
"3,9",identifier preproc_arg preproc_include_token2,[1879],1
"3,16",preproc_arg preproc_include_token2,[1528],1
"4,1",preproc_include_token2,"[341, 43, 44, 1820]",0
"5,1",#define identifier preproc_arg preproc_include_token2,"[341, 43, 44, 1820]",7
"5,9",identifier preproc_arg preproc_include_token2,[1879],1
"5,14",preproc_arg preproc_include_token2,[1528],1
"6,1",#define identifier preproc_arg preproc_include_token2,"[341, 43, 44, 1820]",7
"6,9",identifier preproc_arg preproc_include_token2,[1879],1
"6,15",preproc_arg preproc_include_token2,[1528],1
"7,1",preproc_include_token2,"[341, 43, 44, 1820]",0
"8,1",primitive_type,"[341, 43, 44, 1820]",2
"8,5",identifier,"[739, 796, 1128]",1
"8,12",( parameter_declaration parameter_list_repeat1 ),"[1363, 1458, 1356]",2
"8,13",primitive_type,[624],1
"8,18",identifier,"[739, 720, 1118, 1598]",2
"8,21",[ ],"[1300, 1321, 1598]",5
"8,22",],[420],3
"8,23",", parameter_declaration","[1297, 1300, 1321, 1598]",1
"8,25",primitive_type,[649],1
"8,29",identifier,"[739, 720, 1118, 1748, 1601]",2
"8,34",),"[1300, 1321, 1748, 1601]",1
"8,35",;,"[1288, 1260, 1511, 1458, 1300, 1356]",4
"9,1",primitive_type,"[225, 43, 44, 1820]",2
"9,6",identifier,"[739, 796, 1128]",1
"9,18",( parameter_declaration ),"[1363, 1458, 1356]",3
"9,19",primitive_type,[624],1
"9,24",identifier,"[739, 720, 1118, 1598]",2
"9,27",[ ],"[1300, 1321, 1598]",5
"9,28",],[420],3
"9,29",),"[1297, 1300, 1321, 1598]",2
"9,30",;,"[1290, 1260, 1511, 1458, 1300, 1356]",4
"11,1",primitive_type,"[225, 43, 44, 1820]",2
"11,5",identifier,"[739, 796, 1128]",1
"11,9",( parameter_declaration ),"[1363, 1458, 1356]",3
"11,10",primitive_type,[624],1
"11,14",),"[739, 720, 1118, 1598]",4
"12,1",{ preproc_if_repeat1 },"[1290, 1260, 1511, 1458, 1300, 1356]",1
"13,3",primitive_type,[23],2
"13,8",identifier,"[739, 801, 1139]",1
"13,11",[ expression ],"[1363, 1455, 1361]",3
"13,12",identifier,[420],1
"13,18",],"[827, 1071]",1
"13,19",;,"[1303, 1363, 1455, 1361]",1
"15,3",identifier,"[220, 25]",1
"15,10",( expression argument_list_repeat1 ),"[405, 801, 1139, 1056]",5
"15,11",identifier,"[988, 1256, 451]",1
"15,14",", expression","[754, 1077, 1813, 1300, 1442, 715, 1018]",2
"15,16",identifier,[476],1
"15,22",),"[715, 1025, 1572]",1
"15,23",;,"[698, 668, 837, 1056]",1
"16,3",identifier,"[248, 244, 31, 25]",1
"16,15",( expression ),"[405, 801, 1139, 1056]",3
"16,16",identifier,"[988, 1256, 451]",1
"16,19",),"[754, 1077, 1813, 1300, 1442, 715, 1018]",1
"16,20",;,"[761, 770, 801, 1139, 1301, 1363, 1455, 1361, 693, 668, 837, 1056]",1
"18,3",return expression ;,"[248, 244, 31, 25, 310, 220]",5
"18,10",number_literal,[475],2
"18,11",;,"[684, 1070]",1
"19,1",},"[199, 244, 31, 25]",2
