Location,Ground_Truth,State_List,Rank
"1,1",#include system_lib_string preproc_include_token2,"[1, 1820]",1
"1,10",system_lib_string preproc_include_token2,[1392],1
"1,19",preproc_include_token2,[1816],1
"3,1",#define identifier preproc_arg preproc_include_token2,"[361, 44, 1820]",5
"3,9",identifier preproc_arg preproc_include_token2,[1879],1
"3,16",preproc_arg preproc_include_token2,[1528],1
"4,1",preproc_include_token2,"[341, 43, 44, 1820]",0
"5,1",primitive_type,"[341, 43, 44, 1820]",2
"5,5",identifier,"[739, 796, 1128]",1
"5,13",( parameter_declaration parameter_list_repeat1 ),"[1363, 1458, 1356]",2
"5,14",primitive_type,[624],1
"5,19",identifier,"[739, 720, 1118, 1598]",2
"5,23",[ ],"[1300, 1321, 1598]",5
"5,24",],[420],3
"5,25",", parameter_declaration","[1297, 1300, 1321, 1598]",1
"5,27",unsigned primitive_type,[649],7
"5,36",primitive_type,"[704, 770, 720, 1118, 1748, 1601]",6
"5,40",identifier,"[767, 770, 720, 1118, 1748, 1601]",2
"5,45",),"[1300, 1321, 1748, 1601]",1
"5,46",;,"[1288, 1260, 1511, 1458, 1300, 1356]",4
"6,1",primitive_type,"[225, 43, 44, 1820]",2
"6,6",identifier,"[739, 796, 1128]",1
"6,12",( parameter_declaration parameter_list_repeat1 ),"[1363, 1458, 1356]",2
"6,13",primitive_type,[624],1
"6,18",identifier,"[739, 720, 1118, 1598]",2
"6,22",[ ],"[1300, 1321, 1598]",5
"6,23",],[420],3
"6,24",", parameter_declaration","[1297, 1300, 1321, 1598]",1
"6,26",primitive_type,[649],1
"6,31",identifier,"[739, 720, 1118, 1748, 1601]",2
"6,34",[ ],"[1300, 1321, 1748, 1601]",6
"6,35",],[420],3
"6,36",),"[1297, 1300, 1321, 1748, 1601]",1
"6,37",;,"[1288, 1260, 1511, 1458, 1300, 1356]",4
"7,1",primitive_type,"[225, 43, 44, 1820]",2
"7,6",identifier,"[739, 796, 1128]",1
"7,14",( parameter_declaration parameter_list_repeat1 ),"[1363, 1458, 1356]",2
"7,15",primitive_type,[624],1
"7,20",identifier,"[739, 720, 1118, 1598]",2
"7,24",[ ],"[1300, 1321, 1598]",5
"7,25",],[420],3
"7,26",", parameter_declaration","[1297, 1300, 1321, 1598]",1
"7,28",primitive_type,[649],1
"7,33",identifier,"[739, 720, 1118, 1748, 1601]",2
"7,36",[ ],"[1300, 1321, 1748, 1601]",6
"7,37",],[420],3
"7,38",),"[1297, 1300, 1321, 1748, 1601]",1
"7,39",;,"[1288, 1260, 1511, 1458, 1300, 1356]",4
"9,1",primitive_type,"[225, 43, 44, 1820]",2
"9,5",identifier,"[739, 796, 1128]",1
"9,9",( parameter_declaration ),"[1363, 1458, 1356]",3
"9,10",primitive_type,[624],1
"9,14",),"[739, 720, 1118, 1598]",4
"10,1",{ preproc_if_repeat1 },"[1290, 1260, 1511, 1458, 1300, 1356]",1
"11,3",primitive_type,[23],1
"11,8",identifier,"[739, 801, 1139]",1
"11,11",[ expression ],"[1363, 1455, 1361]",3
"11,12",identifier,[420],1
"11,18",],"[827, 1071]",1
"11,19",;,"[1303, 1363, 1455, 1361]",1
"12,3",primitive_type,"[220, 25]",6
"12,8",identifier,"[739, 801, 1139]",1
"12,12",[ expression ],"[1363, 1455, 1361]",3
"12,13",identifier,[420],1
"12,19",],"[827, 1071]",1
"12,20",;,"[1303, 1363, 1455, 1361]",1
"14,3",identifier,"[220, 31, 25]",4
"14,11",( expression argument_list_repeat1 ),"[405, 801, 1139, 1056]",4
"14,12",identifier,"[988, 1256, 451]",1
"14,15",", expression","[754, 1077, 1813, 1300, 1442, 715, 1018]",2
"14,17",identifier,[476],1
"14,23",),"[715, 1025, 1572]",1
"14,24",;,"[698, 668, 837, 1056]",1
"15,3",identifier,"[248, 244, 31, 25]",4
"15,9",( expression argument_list_repeat1 ),"[405, 801, 1139, 1056]",4
"15,10",""" string_content ""","[988, 1256, 451]",3
"15,11","string_content """,[1531],1
"15,13","""",[1547],1
"15,14",", expression","[627, 663, 684, 1018]",2
"15,16",identifier,[476],1
"15,19",),"[715, 1025, 1572]",1
"15,20",;,"[698, 668, 837, 1056]",1
"17,3",identifier,"[248, 244, 31, 25]",4
"17,9",( expression argument_list_repeat1 ),"[405, 801, 1139, 1056]",4
"17,10",identifier,"[988, 1256, 451]",1
"17,14",", expression","[754, 1077, 1813, 1300, 1442, 715, 1018]",2
"17,16",identifier,[476],1
"17,19",),"[715, 1025, 1572]",1
"17,20",;,"[698, 668, 837, 1056]",1
"18,3",identifier,"[248, 244, 31, 25]",4
"18,9",( expression argument_list_repeat1 ),"[405, 801, 1139, 1056]",4
"18,10",""" string_literal_repeat1 ""","[988, 1256, 451]",5
"18,11",string_content escape_sequence,[1531],2
"18,13",escape_sequence,[1547],2
"18,15","""","[1554, 1547]",1
"18,16",", expression","[627, 663, 684, 1018]",2
"18,18",identifier,[476],1
"18,22",),"[715, 1025, 1572]",1
"18,23",;,"[698, 668, 837, 1056]",1
"20,3",identifier,"[248, 244, 31, 25]",4
"20,11",( expression argument_list_repeat1 ),"[405, 801, 1139, 1056]",4
"20,12",identifier,"[988, 1256, 451]",1
"20,16",", expression","[754, 1077, 1813, 1300, 1442, 715, 1018]",2
"20,18",identifier,[476],1
"20,21",),"[715, 1025, 1572]",1
"20,22",;,"[698, 668, 837, 1056]",1
"21,3",identifier,"[248, 244, 31, 25]",4
"21,9",( expression argument_list_repeat1 ),"[405, 801, 1139, 1056]",4
"21,10",""" string_content ""","[988, 1256, 451]",3
"21,11","string_content """,[1531],1
"21,13","""",[1547],1
"21,14",", expression","[627, 663, 684, 1018]",2
"21,16",identifier,[476],1
"21,20",),"[715, 1025, 1572]",1
"21,21",;,"[698, 668, 837, 1056]",1
"23,3",return expression ;,"[248, 244, 31, 25]",5
"23,10",number_literal,[475],2
"23,11",;,"[684, 1070]",1
"24,1",},"[199, 244, 31, 25]",1
"26,1",primitive_type,"[87, 339, 43, 44, 1820]",2
"26,5",identifier,"[739, 796, 1128]",1
"26,13",( parameter_declaration parameter_list_repeat1 ),"[1363, 1458, 1356]",2
"26,14",primitive_type,[624],1
"26,19",identifier,"[739, 720, 1118, 1598]",2
"26,23",[ ],"[1300, 1321, 1598]",5
"26,24",],[420],3
"26,25",", parameter_declaration","[1297, 1300, 1321, 1598]",1
"26,27",unsigned primitive_type,[649],7
"26,36",primitive_type,"[704, 770, 720, 1118, 1748, 1601]",6
"26,40",identifier,"[767, 770, 720, 1118, 1748, 1601]",2
"26,45",),"[1300, 1321, 1748, 1601]",1
"27,1",{ preproc_if_repeat1 },"[1288, 1260, 1511, 1458, 1300, 1356]",1
"28,3",primitive_type,[23],1
"28,7",identifier,"[739, 801, 1139]",1
"28,8",", _declaration_declarator","[1363, 1455, 1361]",4
"28,10",identifier,[1148],1
"28,11",;,"[1363, 1477, 1617, 1457]",1
"29,3",for ( _for_statement_body ) statement,"[229, 25]",7
"29,7",( _for_statement_body ) statement,[1970],1
"29,8",identifier = expression,[78],1
"29,10",= expression,"[410, 720, 1151, 1042]",2
"29,12",number_literal,[559],2
"29,13",; expression ; expression,"[684, 982, 1042]",4
"29,15",identifier,[479],1
"29,17",< expression,"[715, 1034]",3
"29,19",identifier,[506],1
"29,25",- expression,"[715, 985, 684, 1034]",14
"29,27",number_literal,[533],2
"29,29",&& expression,"[684, 975, 985, 1034]",7
"29,32",( expression ),[544],2
"29,33",identifier = expression,[378],5
"29,35",= expression,"[527, 1031, 1077, 1856]",12
"29,37",identifier,[559],1
"29,44",( ),"[715, 982, 684, 1031]",17
"29,45",),[451],4
"29,46",),"[696, 668, 837, 982, 684, 1031]",1
"29,48",!= expression,"[664, 837, 976, 684, 1034]",7
"29,51",identifier,[618],1
"29,55",&& expression,"[715, 960, 684, 976, 1034]",12
"29,58",identifier,[544],1
"29,60",!= expression,"[715, 976, 684, 1034]",7
"29,63",' escape_sequence ',[618],5
"29,64",escape_sequence ',[1618],2
"29,66",',[1562],1
"29,67",; expression,"[690, 684, 960, 976, 1034]",3
"29,69",++ expression,"[469, 1922]",5
"29,71",identifier,[540],1
"29,72",) statement,"[715, 701, 684, 1027, 1922]",1
"30,3",{ statement },[333],4
"31,5",identifier,[27],2
"31,9",[ expression ],"[405, 801, 1139, 1056]",9
"31,10",identifier,[528],2
"31,11",],"[827, 1090]",1
"31,13",= expression,"[681, 837, 1056]",2
"31,15",identifier,[559],1
"31,16",;,"[715, 982, 684, 1056]",1
"32,3",},"[248, 244, 28]",1
"34,3",if parenthesized_expression statement,"[173, 244, 236, 31, 25]",2
"34,6",( expression ),[1755],1
"34,7",identifier,[452],1
"34,9",== expression,"[715, 1033]",2
"34,12",' escape_sequence ',[618],5
"34,13",escape_sequence ',[1618],2
"34,15",',[1562],1
"34,16",),"[690, 684, 960, 1033]",1
"35,3",{ statement },"[653, 362]",5
"36,5",identifier,[27],2
"36,9",[ expression ],"[405, 801, 1139, 1056]",9
"36,10",identifier,[528],2
"36,11",++,"[827, 1090]",5
"36,13",],"[667, 684, 1090]",1
"36,15",= expression,"[681, 837, 1056]",2
"36,17",identifier,[559],1
"36,18",;,"[715, 982, 684, 1056]",1
"37,3",},"[248, 244, 28]",1
"39,3",identifier,"[173, 244, 147, 31, 25]",5
"39,7",[ expression ],"[405, 801, 1139, 1056]",9
"39,8",identifier,[528],2
"39,9",],"[827, 1090]",1
"39,11",= expression,"[681, 837, 1056]",2
"39,13",' escape_sequence ',[559],8
